SeqID	Pos	Strand	logFC	logCPM	LR	PValue	PValue.adj	MatchedFeatureType	MatchedFeatureID	MatchedFeatureGene	MatchedFeatureDescription	MatchedFeatureStart	MatchedFeatureEnd	MatchedFeatureStrand
NC_000913.3	4211070	+	-0.577259970944573	5.56821884893914	3.22325140393435	0.0725992934294229	0.155790336774717	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	480429	-	0.803757047644996	7.29252887888535	3.22256713785661	0.0726296438829065	0.15582096904759	CDS	cds458	tomB	protein that modulates Hha toxicity	480334	480708	-
NC_000913.3	1641547	-	0.805888187543019	6.84409240135318	3.22072055174663	0.0727116166931231	0.155927809868682	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	1051511	+	0.909256168082297	5.37486350586349	3.21818365607586	0.072824395268126	0.156135116862187	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	2727060	-	-1.17102446594678	6.16592331076421	3.21635343026554	0.0729058751004291	0.156275242668832	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	4210960	+	-0.630055893721678	6.10586567482156	3.21333637511782	0.0730404049571406	0.156528995191148	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	1641496	-	0.960454300645557	6.86233852925402	3.21168376324999	0.0731142074463299	0.156652522718231	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	1641492	-	0.832606869430363	7.19812402106082	3.21089697345064	0.0731493720850731	0.15665860884238	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	3720181	+	0.780762352668855	4.11614260017819	3.20756329693646	0.0732985682697456	0.156943455321105	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	2730115	-	-0.739272214278315	4.62862882433417	3.20444903038767	0.0734382399511682	0.157207787068612	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	3471764	-	-0.515374942841339	4.71905960844585	3.20279681272475	0.0735124561616886	0.157331913794491	CDS	cds3317	fusA	elongation factor G	3471400	3473514	-
NC_000913.3	4180084	+	0.591564691739452	5.06784258685478	3.19958279586636	0.0736570577487642	0.157606591778978	CDS	cds3940	rplJ	50S ribosomal subunit protein L10	4179996	4180493	+
NC_000913.3	225008	+	-1.00777237825277	6.46086576881518	3.19777260514749	0.0737386342640246	0.157746321324474	rRNA	rna3	rrsH	16S ribosomal RNA	223771	225312	+
NC_000913.3	2727638	-	-1.51726990750859	7.41379984611279	3.19692089731564	0.0737770501468962	0.157793677642071	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3943983	+	-0.584051348396148	6.08481686305959	3.19562203178869	0.0738356762344462	0.157884228930176	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3426182	-	-1.73738313816386	7.63589888085384	3.19449320333445	0.0738866680800881	0.157958419431031	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3942678	+	-0.759920017772829	4.62953942522282	3.19370970555932	0.0739220827474754	0.157964450632998	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	2728548	-	-0.864994091667127	5.47526767716985	3.18986166395291	0.0740962817393017	0.158271495002613	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3447683	-	0.616716609829672	4.47923990887845	3.18981435542638	0.0740984261138817	0.158271495002613	CDS	cds3286	rplX	50S ribosomal subunit protein L24	3447453	3447767	-
NC_000913.3	176561	+	0.684325924703928	7.17423983591998	3.18932932139328	0.0741204153104616	0.158283583521547	CDS	cds155	yadW	protein YadW	176552	176617	+
pC008	4782	+	0.496025046765246	4.32019288316499	3.18618144717357	0.0742632957384136	0.158518856109325	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
pC008	4462	+	-1.15369371106213	5.11649851847059	3.18232450140744	0.0744387638483213	0.158823451019542	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4175959	+	0.607753777097485	4.39266255115653	3.17910147969112	0.0745857336460885	0.159102006212926	CDS	cds3935	tufB	translation elongation factor Tu 2	4175944	4177128	+
NC_000913.3	225984	+	-1.59726913231366	8.49384622658834	3.17747428592111	0.0746600520374913	0.159171389178973	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	554418	-	0.643309069569758	4.22837973049464	3.17733878190751	0.0746662444627111	0.159171389178973	CDS	cds523	ppiB	peptidyl-prolyl cis-trans isomerase B	553943	554437	-
NC_000913.3	2098216	-	0.587948731694324	3.70535703875607	3.17731079227547	0.0746675236352822	0.159171389178973	CDS	cds2041	wzzB	regulator of length of O-antigen component of lipopolysaccharide chains	2097321	2098301	-
NC_000913.3	4039848	+	-0.700732054712095	5.32586304886818	3.1768453556265	0.0746887983116886	0.15918173307722	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3720071	+	0.841872144085299	7.48444528509289	3.17644098152388	0.074707287161102	0.159186136393177	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
pC008	4112	+	-0.620395465281504	6.55683987935619	3.17566758067684	0.0747426623959763	0.159226511341582	promoter	pC008.14	tetR	NA	4072	4127	+
NC_000913.3	20950	-	0.901897007685973	4.37861966850559	3.17521959590455	0.0747631613784687	0.15923518418842	CDS	cds22	rpsT	30S ribosomal subunit protein S20	20815	21078	-
NC_000913.3	3423477	-	0.545852309312534	3.93329314917279	3.17446820115364	0.0747975574185412	0.159273445531178	rRNA	rna117	rrfF	5S ribosomal RNA	3423423	3423542	-
NC_000913.3	226108	+	-0.645872934305541	5.61812703369799	3.1722960865945	0.0748970843168265	0.15945034884318	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2728053	-	-1.74537899019942	6.21004311116925	3.17034572284955	0.0749865717465821	0.159570766177743	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	1051505	+	0.96027785546394	5.08422215784451	3.16931548805222	0.075033887775903	0.159636407860366	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
pC008	4381	+	0.742334031810056	7.04186648775587	3.16766743876393	0.0751096451365467	0.159762517074511	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	3425232	-	-0.776953844426333	4.97250854660067	3.16631026312906	0.0751720933441612	0.159790153680911	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	226302	+	-0.705241122120257	6.05139467977888	3.16474918919111	0.0752439925868676	0.159821558996915	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2942701	+	-1.54816877774988	6.11842736654271	3.16428192735765	0.0752655278873789	0.159821558996915	ncRNA	rna99	gcvB	small regulatory RNA GcvB	2942696	2942900	+
NC_000913.3	4037975	+	-1.13412602505919	6.30964528067212	3.16411684582198	0.0752731377966456	0.159821558996915	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2727466	-	-0.814324734014731	7.23922606062623	3.1638981020993	0.0752832226925873	0.159821558996915	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	2058088	-	1.33236548472888	5.5695298099451	3.15873159578967	0.075521840356977	0.16028754074451	tRNA	rna65	asnW	tRNA-Asn	2058027	2058102	-
NC_000913.3	3811635	-	1.14287115653225	4.35871040893807	3.15769366016993	0.0755698758939791	0.160354063373905	CDS	cds3618	rpmB	50S ribosomal subunit protein L28	3811438	3811674	-
NC_000913.3	2728198	-	-0.8366657763572	4.79317689257973	3.15489186285641	0.0756997067571853	0.160489338932064	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3056032	+	-0.901857376356632	6.37803932851062	3.14856828614995	0.0759936132696031	0.160967820996525	ncRNA	rna106	ssrS	6S RNA	3055983	3056165	+
NC_000913.3	3447145	-	0.562263936939737	4.39906028213476	3.14825018112836	0.0760084304860304	0.160967820996525	CDS	cds3285	rplE	50S ribosomal subunit protein L5	3446899	3447438	-
NC_000913.3	2728761	-	-0.599912355640928	6.47092478614113	3.14781789694583	0.0760285711042162	0.160975303563383	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3426379	-	-0.516604023726496	4.4338787890445	3.14734809479228	0.0760504662334306	0.160986496877188	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3270251	-	-1.38407824300178	6.89737012401781	3.14586433461847	0.0761196613968013	0.161097789938689	ncRNA	rna112	rnpB	RNase P catalytic RNA component	3270216	3270592	-
NC_000913.3	3425237	-	-1.52411851108564	7.43576227488169	3.14518612324423	0.0761513123233201	0.161098727986285	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
pC008	4315	+	0.928924574292781	4.47518449727222	3.14478657919695	0.0761699649603988	0.161098727986285	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4171420	+	-0.643494337787382	4.82372512785607	3.1426863067976	0.0762680965807583	0.161235912793302	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	986893	-	-0.906718206816721	5.25539914251797	3.14036921061588	0.0763765166395814	0.161429911859455	CDS	cds919	ompF	outer membrane porin F	985894	986982	-
NC_000913.3	3945758	+	-0.734609548205629	6.089110823207	3.13946697542721	0.0764187782579453	0.161484023905442	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	1051524	+	0.886237917457532	5.17090584598188	3.13618381601109	0.0765727771573941	0.161774178070318	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	3473881	-	0.607980877593061	4.71972282478767	3.13551931614863	0.0766039865776128	0.161804846785095	CDS	cds3318	rpsG	30S ribosomal subunit protein S7	3473542	3474081	-
NC_000913.3	3944204	+	-0.582908820135299	6.33354008078913	3.1327248918826	0.0767353814914746	0.162011773643403	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4209431	+	-0.93449651257834	6.88174475626589	3.13296181102817	0.0767242320633018	0.162011773643403	rRNA	rna165	rrsE	16S ribosomal RNA	4208147	4209688	+
NC_000913.3	4169141	+	-0.582836675944902	6.32094532182064	3.13215551352327	0.0767621835951798	0.162033067419006	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	2727613	-	-0.705116251958978	6.16281423271869	3.13104071073458	0.0768146893881828	0.162108596612161	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	225959	+	-0.537608115496444	4.46790285837179	3.12937313962195	0.0768933019831063	0.162239176343546	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
pC008	4409	+	-1.25631704646956	8.49132726255355	3.12544111169495	0.0770790083340327	0.162454191733372	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4038436	+	-0.626611839773971	6.11001148753992	3.12429806829468	0.077133083771202	0.162474584075452	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3423715	-	-0.745901697276043	9.34222151007534	3.12417369820724	0.0771389699695894	0.162474584075452	rRNA	rna119	rrfD	5S ribosomal RNA	3423668	3423787	-
NC_000913.3	4037867	+	-0.641849080194811	5.82545576858026	3.12266267902071	0.077210522229547	0.162501412736184	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4037994	+	-1.19789484609369	6.7708135450384	3.12298184148943	0.0771954027789121	0.162501412736184	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4049899	+	0.889026423658432	10.5836668801688	3.12178119899787	0.0772522964911105	0.162501412736184	ncRNA	rna152	spf	small regulatory RNA Spot 42	4049899	4050007	+
NC_000913.3	4209396	+	-0.826914639357695	5.04833922114575	3.12206037390812	0.0772390634693467	0.162501412736184	rRNA	rna165	rrsE	16S ribosomal RNA	4208147	4209688	+
NC_000913.3	2729873	-	-0.760603573336178	5.71420432704786	3.11989672674289	0.0773416851856848	0.162583594557546	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
pC008	2423	+	0.671079810781437	5.48733572897601	3.11918474039518	0.0773754867455699	0.162619382702691	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	3426353	-	-0.553497727185242	4.62264848211007	3.11829061443194	0.0774179579007288	0.162673372194183	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3943985	+	-1.04294047102262	7.7743134460575	3.11781351310879	0.0774406305674833	0.162685746010103	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4037861	+	-0.740897015454359	6.05075472657793	3.11453815216483	0.0775964743084336	0.162921750857869	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3425614	-	-0.719919810359805	6.95646155275626	3.11509063942549	0.07757016297258	0.162921750857869	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3427720	-	-0.738601496961712	4.56619625477615	3.1103749442273	0.0777950496513569	0.163222994208064	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	3441997	-	0.661232047703865	5.39928422562123	3.11032566109031	0.0777974036151096	0.163222994208064	CDS	cds3274	rpsK	30S ribosomal subunit protein S11	3441709	3442098	-
NC_000913.3	4210834	+	-1.52994171456841	6.97556709726096	3.10947419562183	0.0778380851861028	0.163273005779895	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3425065	-	-0.808026961592667	7.21354351817214	3.10851647886879	0.0778838706230763	0.163333699253457	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	2728564	-	-0.619241482945756	6.71934949742382	3.10742059531876	0.0779362969443691	0.163405851435111	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3427721	-	-0.633020399050004	5.50130560533538	3.10709267411019	0.0779519918534976	0.163405851435111	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	2728883	-	-0.57877751852267	4.99475858069589	3.10250939993681	0.0781717121735983	0.163760191506092	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3945736	+	-0.718832353922791	4.98352851657624	3.09772190380633	0.0784019349019479	0.164171517607384	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3428676	-	-0.674124163624127	4.97712337040199	3.09474626382521	0.0785453962632096	0.164436398699631	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	2727073	-	-0.600097624938076	4.8738541067796	3.09146679211105	0.0787038334284168	0.164696946766331	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	2728530	-	-0.840511834787674	5.03091586944852	3.09064372429958	0.0787436513130586	0.164744703686052	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	4180445	+	0.658187113555326	5.27754018677452	3.08143974288099	0.0791903968330147	0.165607878425547	CDS	cds3940	rplJ	50S ribosomal subunit protein L10	4179996	4180493	+
NC_000913.3	4037836	+	-0.651652576685494	5.69502456222485	3.07720991967125	0.0793966201641255	0.165967530569521	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2728890	-	-0.845612383103982	8.01004675775972	3.07670608836185	0.0794212227918314	0.165983163544895	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3720079	+	0.739766078851302	6.66421248713358	3.0746859232386	0.0795199521617027	0.166117865582626	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	3426128	-	-1.3666422474854	6.48327395319433	3.07487746770403	0.0795105853418289	0.166117865582626	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	2728771	-	-0.602859637220748	6.15799508472481	3.07002004443776	0.0797484884577339	0.166451786955386	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3444753	-	-0.600348024157522	5.67556927349971	3.06891238093021	0.0798028460706642	0.166529383630344	CDS	cds3280	rpsE	30S ribosomal subunit protein S5	3444726	3445229	-
NC_000913.3	4037987	+	-0.555565944072605	5.68230455045341	3.06684121050966	0.0799045940984906	0.166669944178323	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2942720	+	-0.556814282844092	5.13241512569742	3.06392962577124	0.0800478646874304	0.166825188650884	ncRNA	rna99	gcvB	small regulatory RNA GcvB	2942696	2942900	+
pC008	2377	+	0.604625376637544	4.6876858876679	3.05939502695481	0.0802715507617294	0.167219458743487	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	4210587	+	-0.665620372411749	6.30384881746817	3.05750178822689	0.0803651411534227	0.167378451482623	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	4038036	+	-0.598127088632147	4.82726545073239	3.05528785693973	0.0804747339013887	0.167570697251592	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3943057	+	-0.81646711314702	5.05380882081077	3.05364537966277	0.0805561429669092	0.167704186808044	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	1292717	-	0.692647607527178	5.48871014569026	3.05244020489413	0.0806159336954093	0.1677926229997	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	3423720	-	-0.665705013151716	6.19153661170218	3.05202368537987	0.0806366090472235	0.167799624623172	rRNA	rna119	rrfD	5S ribosomal RNA	3423668	3423787	-
NC_000913.3	3423484	-	0.654544497228113	4.95123271539942	3.05124202159714	0.080675425001344	0.167812323729504	rRNA	rna117	rrfF	5S ribosomal RNA	3423423	3423542	-
pC008	4419	+	0.690018815279218	5.72034534085113	3.05090764497947	0.080692035667716	0.167812323729504	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	1907546	-	-0.568448007744276	4.3888794953723	3.05036082472456	0.0807192077414485	0.167827387524209	CDS	cds1847	yobF	DUF2527 domain-containing protein YobF	1907448	1907591	-
NC_000913.3	2728663	-	-0.639419260531084	7.03205188172701	3.04675708394857	0.0808985283735419	0.168092054774864	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	226107	+	-0.655033338384303	5.84370381372596	3.04604511199734	0.0809340065933458	0.168129731227883	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	1292757	-	0.696657411953101	4.18992396263687	3.04519213703871	0.0809765332178679	0.168182030529418	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	3720084	+	0.685957602284184	6.59559670560044	3.04364464578967	0.0810537477539798	0.168296363102383	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	4170275	+	-0.745069880123349	6.16928461750016	3.04339307911513	0.081066307575057	0.168296363102383	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	3943933	+	-0.880018293720077	4.90060972974682	3.04149099808293	0.0811613396172042	0.168457572785773	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4169432	+	-1.46355683078813	6.99293420038788	3.0376541735443	0.0813534014534504	0.168783929856228	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	226308	+	-0.68119209957525	5.75377246768909	3.03583004772578	0.0814448845295602	0.1688768001103	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3424659	-	-1.11848575999283	6.1978358348919	3.03616093822416	0.0814282815605555	0.1688768001103	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3448541	-	0.592093723865327	5.43707655587176	3.03436648700889	0.0815183648829091	0.168981503594961	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	4180422	+	0.607148579685828	5.70148062875279	3.03399345381016	0.0815371050333816	0.168984211906899	CDS	cds3940	rplJ	50S ribosomal subunit protein L10	4179996	4180493	+
NC_000913.3	4037846	+	-0.683492114276554	4.53082012302957	3.03341050010535	0.0815664003141119	0.16898570773952	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3426246	-	-0.569902266370378	6.32489688047886	3.03328528271246	0.0815726943684322	0.16898570773952	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	1051507	+	0.846474243021147	4.7272074848596	3.02971942299383	0.081752152485783	0.169320616814499	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	3471594	-	-0.804543827730069	6.66242659243054	3.02937917746905	0.081769298185151	0.169320616814499	CDS	cds3317	fusA	elongation factor G	3471400	3473514	-
NC_000913.3	3426489	-	-0.842380124663249	8.00419635251765	3.028498307777	0.0818137051207005	0.169376386957486	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	226150	+	-0.849997716833387	5.00552029181776	3.0225927522652	0.0821120924828658	0.169921544072677	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	1051495	+	0.810273023985392	4.30406691442939	3.02288132251365	0.0820974847631116	0.169921544072677	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	3428105	-	-0.637652695450834	4.5723263521936	3.02136838343123	0.0821741024882858	0.170013569993373	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	2728831	-	-0.756727870200354	7.90911244245965	3.01916816269585	0.0822856630468341	0.170135437694745	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	226271	+	-0.67974776434275	4.73288579235369	3.01701876154679	0.082394804711537	0.170324769048609	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	754721	-	0.672876278527445	6.73489277401698	3.01619370212131	0.0824367408337998	0.170338803858883	CDS	cds717	ybgU	protein YbgU	754674	754781	-
NC_000913.3	3449908	-	0.486675904313087	4.19563624134613	3.01625957846414	0.082433391624656	0.170338803858883	CDS	cds3292	rplV	50S ribosomal subunit protein L22	3449901	3450233	-
NC_000913.3	2728015	-	-0.707379159941256	6.94782918586499	3.01240743441082	0.0826294849739441	0.170664308087032	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	2728565	-	-0.695773671796739	7.29692381433124	3.01138767905856	0.082681479871404	0.170698953012464	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	2755828	+	-1.09110244316055	8.97954802540672	3.007712712781	0.0828691508976272	0.171013557515585	ncRNA	rna89	ssrA	tmRNA	2755593	2755955	+
NC_000913.3	4037523	+	-1.23298249919072	5.74857306531631	3.0039791414151	0.0830602858625497	0.1713715093371	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3425505	-	-0.610470850023003	6.21938681603129	3.00206778126888	0.0831583194743505	0.171464282209079	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3448493	-	0.593580414684308	4.26988092464039	3.00211335978343	0.0831559802996772	0.171464282209079	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	4210506	+	-0.583158170140056	5.4150559159049	3.00103611384476	0.0832112855915213	0.171500529712655	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	4210543	+	-0.587856445994901	6.34313885057105	2.99980486317196	0.0832745460694096	0.17159442496828	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	4210360	+	-0.650521416043279	5.64241470231495	2.99868290129497	0.0833322366291554	0.171676805450883	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3471248	-	0.577618967772454	5.57164512004776	2.99792678698319	0.0833711398906029	0.171720454517555	CDS	cds3316	tufA	translation elongation factor Tu 1	3470145	3471329	-
NC_000913.3	226290	+	-1.44622727267238	5.59115307074025	2.99638702577423	0.0834504236744544	0.171810738461446	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2728779	-	-0.766424157778725	6.50858199522604	2.99665023056244	0.0834368652380432	0.171810738461446	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	2755765	+	-0.863425966731625	4.89833847483845	2.99488618190242	0.0835277819561956	0.17193348704638	ncRNA	rna89	ssrA	tmRNA	2755593	2755955	+
NC_000913.3	4210396	+	-1.1623305639325	8.48972865995942	2.99110193803426	0.0837231780969236	0.172299100911567	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	122782	+	0.911144275336285	4.07297744404262	2.98998729633751	0.0837808257600108	0.17230798728873	CDS	cds112	pdhR	DNA-binding transcriptional dual regulator PdhR	122092	122856	+
NC_000913.3	3425750	-	-0.566150275210289	5.27208950907825	2.99014223543365	0.083772809967401	0.17230798728873	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3452655	-	0.702193257159752	4.79604679271554	2.99018476788225	0.0837706096910584	0.17230798728873	CDS	cds3297	rplC	50S ribosomal subunit protein L3	3452297	3452926	-
NC_000913.3	2757840	-	0.507089976198639	3.77571640865065	2.98784056236438	0.0838919726254352	0.172499976804909	CDS	cds2631	yfjH	CP4-57 prophage; protein YfjH	2757644	2758600	-
NC_000913.3	3448510	-	0.606657789431865	3.90751179527273	2.98631755799191	0.0839709225831836	0.172625695142905	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	3943045	+	-0.996547183568478	6.48972330056698	2.98540159815019	0.0840184430444819	0.172686761753639	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	4210538	+	-0.553640309208573	5.51537603714299	2.98504045556188	0.0840371872923124	0.172688670007289	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3426509	-	-0.598337756495612	5.32389479775294	2.98412700971991	0.0840846177013383	0.172712905144961	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3811605	-	0.695761423097379	4.4002966252396	2.9842726627636	0.0840770527712565	0.172712905144961	CDS	cds3618	rpmB	50S ribosomal subunit protein L28	3811438	3811674	-
NC_000913.3	1866431	-	0.662901512209426	5.18906506863822	2.98100956892036	0.0842467078781502	0.172935904164106	CDS	cds1802	mipA	scaffolding protein that interacts with murein polymerase and murein hydrolase	1865726	1866472	-
NC_000913.3	4210518	+	-1.17774920234984	6.81712097865521	2.97995148913853	0.0843017990770608	0.173012351991097	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	1641494	-	0.89278306313206	8.12688427988458	2.97843089561533	0.0843810402486109	0.173138319883528	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	4169136	+	-0.539824758151229	5.52731530188203	2.97504809078165	0.0845576139129132	0.173427200943264	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
