GeneID	Name	NT1_5min	NT2_5min	NT3_5min	T1_5min	T2_5min	T3_5min
gene1288	oppA	17282	18581	20915	21748	27096	21644
gene1289	oppB	3229	3144	3318	2082	2522	2037
gene1290	oppC	3579	3222	2910	1365	1680	1434
gene1291	oppD	4635	3547	3780	1776	2054	1776
gene1292	oppF	3500	2515	2822	1394	1646	1309
gene1293	yciU	2205	2728	3328	3140	3503	2698
gene1294	clsA	823	1241	1321	1087	1322	1115
gene1295	yciY	5498	7924	9513	6828	6125	6141
gene1296	kch	1347	1402	1595	1953	2627	1793
gene1297	yciI	673	615	525	682	941	606
gene1298	tonB	206	258	194	425	473	423
gene1299	yciA	1212	488	375	1005	1466	892
gene1300	yciB	241	256	245	434	498	386
gene1301	yciC	588	778	813	968	1140	955
gene1302	ompW	147	500	579	93	82	80
gene1303	yciE	641	563	565	584	995	653
gene1304	yciF	152	162	153	186	256	190
gene1305	yciG	3	11	10	10	14	12
gene1306	trpA	109	122	96	84	126	75
gene1307	trpB	148	167	160	101	159	130
gene1308	trpC	218	215	267	268	352	255
gene1309	trpD	315	324	243	301	446	406
gene1310	trpE	43	59	50	78	72	56
gene1311	trpL	31	21	22	38	39	34
gene1312	yciV	406	436	428	466	609	401
gene1313	yciO	498	738	884	872	759	755
gene1314	yciQ	682	609	643	748	860	685
gene1315	rluB	1863	1523	1466	3951	3895	3169
gene1316	btuR	223	253	261	145	182	152
gene1317	yciK	291	256	280	260	385	239
gene1318	sohB	1530	2059	2028	2217	2720	2366
gene1319	yciN	3073	3307	4315	3495	5182	3306
gene1320	topA	4383	3494	3802	4763	5157	4367
gene1321	cysB	1191	1313	1325	1082	1529	1144
gene1322	ymiA	239	360	394	528	722	505
gene1323	yciX	177	176	151	425	605	358
gene1324	ymiC	368	304	256	732	1062	715
gene1325	acnA	647	749	622	590	594	544
gene1326	ribA	4133	4558	4143	4394	5535	3675
gene1327	pgpB	467	544	436	542	686	475
gene1328	lapA	1177	1623	2256	2238	2066	1855
gene1329	lapB	788	832	857	882	859	758
gene1330	pyrF	482	422	371	738	1078	747
gene1331	yciH	199	210	197	319	372	310
gene1332	osmB	493	429	461	585	863	535
gene1333	yciT	1821	1821	1422	1793	2135	1605
gene1334	yciZ	849	922	847	810	1096	831
gene1335	pdeR	891	777	833	1060	1412	1119
gene1336	ymiB	14	11	12	13	19	17
gene1337	rnb	1510	1253	1186	1417	1554	1339
gene1338	yciW	104	87	78	121	123	133
gene1339	fabI	3010	2952	2552	2941	3335	2649
gene1340	ycjD	135	218	203	98	94	132
gene1341	sapF	226	289	303	201	224	197
gene1342	sapD	166	216	175	73	83	68
gene1343	sapC	218	311	253	123	127	100
gene1344	sapB	270	320	235	146	187	190
gene1345	sapA	417	487	425	392	532	471
gene1346	ymjA	310	202	175	310	391	250
gene1347	puuP	148	132	112	154	158	124
gene1348	ymjE	44	26	22	42	38	40
gene1349	puuA	3271	3219	3482	4389	4606	3773
gene1350	puuD	2532	2872	2574	4944	6484	5030
gene1351	puuR	337	368	323	430	475	379
gene1352	puuC	167	168	220	215	236	185
gene1353	puuB	30	32	28	35	34	33
gene1354	puuE	33	31	32	26	33	22
gene1355	pspF	279	513	463	268	356	275
gene1356	pspA	3558	5398	10230	7626	9009	7128
gene1357	pspB	468	503	690	1159	1443	1152
gene1358	pspC	302	361	412	833	927	781
gene1359	pspD	78	91	89	221	224	213
gene1360	pspE	742	998	902	386	561	437
gene1361	ycjM	266	334	341	271	424	295
gene1362	ycjN	59	74	69	60	81	60
gene1363	ycjO	13	27	15	20	21	17
gene1364	ycjP	9	13	14	5	12	3
gene1365	ycjQ	10	18	16	13	12	8
gene1366	ycjR	22	19	19	19	19	18
gene1367	ycjS	47	40	42	46	49	43
gene1368	ycjT	47	70	100	41	82	60
gene1369	ycjU	7	13	4	12	14	15
gene1372	ompG	152	114	158	260	238	215
gene1373	ycjW	272	291	267	447	541	406
gene1374	ycjX	255	417	448	111	170	122
gene1375	ycjF	66	134	122	45	69	59
gene1376	tyrR	1907	3044	3075	2042	2386	1936
gene1377	tpx	6327	4594	3833	12393	12819	9064
gene1378	ycjG	247	331	335	203	249	216
gene1379	mpaA	256	361	329	272	287	251
gene1380	ymjC	57	105	86	72	72	75
gene1381	ymjD	23	18	29	27	33	35
gene1382	ycjY	119	107	145	137	171	135
gene1383	pgrR	1781	1693	2009	1934	2527	1811
gene1384	mppA	2832	3210	3355	1865	2150	2001
gene1385	ynaI	1597	1401	1598	1845	2309	1828
gene1386	insH-4	947	871	836	577	845	648
gene1387	ynaJ	3258	2626	2479	4178	5051	3929
gene1388	uspE	3807	6492	6528	3547	4894	3443
gene1389	fnr	6643	9732	10265	11176	13265	10158
gene1390	ogt	250	346	316	208	271	243
gene1391	abgT	259	314	284	200	285	233
gene1392	abgB	72	66	88	71	91	69
gene1393	abgA	28	29	25	28	32	24
gene1394	abgR	350	319	282	223	243	172
gene1395	mcaS	14503	40451	22476	3175	6381	9651
gene1396	smrA	373	427	493	557	737	612
gene1397	dgcM	377	615	666	405	560	383
gene1398	zntB	575	774	678	539	751	503
gene1399	fnrS	1203	5352	6246	119	159	123
gene1400	ynaL	70	69	43	115	162	108
gene1401	dbpA	363	277	238	404	554	395
gene1402	ttcA	2156	2094	1917	2284	3299	2193
gene1403	intR	837	913	768	1266	1582	1149
gene1404	xisR	137	174	166	179	256	197
gene1405	rcbA	129	177	159	161	315	191
gene1406	ralA	111	156	138	131	258	159
gene1407	ralR	46	64	48	57	91	69
gene1408	recT	182	206	212	297	346	225
gene1409	recE	250	269	282	303	450	305
gene1410	racC	155	181	169	238	317	213
gene1411	ydaE	100	147	164	234	293	248
gene1412	kilR	130	164	200	291	384	333
gene1413	sieB	709	1099	1216	1518	1831	1899
gene1414	ydaF	52	39	47	76	95	51
gene1415	ydaG	115	89	113	107	172	106
gene1416	racR	3875	3545	3551	3266	4433	2880
gene1417	ydaS	105	124	86	126	191	179
gene1418	ydaT	37	35	31	46	63	47
gene1419	ydaU	66	85	43	81	111	98
gene1420	ydaV	23	23	26	12	8	11
gene1421	ydaW	78	70	108	121	134	106
gene1423	rzoR	121	108	77	203	279	211
gene1424	trkG	1253	1214	1186	1856	2388	1829
gene1425	ynaK	145	117	109	175	220	140
gene1426	ydaY	123	118	109	180	266	169
gene1427	ynaA	193	204	210	347	419	319
gene1429	insH-5	78	102	103	69	102	86
gene1430	stfR	140	149	197	197	233	173
gene1431	tfaR	68	64	71	122	153	91
gene1432	pinR	1836	1662	1752	3981	5147	2764
gene1433	ynaE	6441	11119	9991	15070	24626	15164
gene1434	ynaM	12113	13598	11663	17606	36383	18694
gene1436	uspF	1326	1431	1393	1310	1701	1146
gene1437	ompN	500	335	335	771	995	610
gene1438	micC	27	9	12	33	39	26
gene1439	ydbK	728	1007	984	533	681	510
gene1440	ydbJ	713	647	648	272	467	305
gene1441	hslJ	829	806	872	1043	1330	981
gene1442	ldhA	2287	2059	2230	5624	6095	5073
gene1443	ydbH	754	871	686	512	593	498
gene1444	ynbE	348	398	388	237	321	247
gene1445	ydbL	185	148	163	118	153	110
gene1446	feaR	1080	509	511	470	647	363
gene1447	feaB	180	150	147	213	233	170
gene1448	tynA	180	207	248	217	339	219
gene1449	paaZ	14	9	13	16	20	24
gene1450	paaA	72	59	70	41	61	32
gene1451	paaB	11	8	6	6	14	5
gene1452	paaC	19	22	23	12	24	19
gene1453	paaD	14	10	8	8	11	11
gene1454	paaE	14	5	19	8	12	11
gene1455	paaF	9	9	13	7	11	12
gene1456	paaG	17	20	20	7	8	15
gene1457	paaH	16	19	18	5	15	13
gene1458	paaI	7	7	2	1	6	6
gene1459	paaJ	193	102	81	82	106	82
gene1460	paaK	131	124	125	91	123	114
gene1461	paaX	370	458	475	346	470	363
gene1462	paaY	300	213	244	129	174	142
gene1463	ynbG	2	9	6	10	14	11
gene1465	insD-2	388	407	458	388	552	458
gene1466	insC-2	209	203	250	224	266	181
gene1467	insI-2	757	926	808	1031	1361	1007
gene1468	pdxI	105	159	147	72	117	72
gene1469	ydbD	794	773	736	1214	1638	1133
gene1470	ynbA	151	152	195	302	327	253
gene1471	ynbB	90	113	143	169	195	187
gene1472	ynbC	133	178	138	180	229	183
gene1473	ynbD	79	85	77	83	105	92
gene1474	azoR	373	387	509	525	589	490
gene1475	hrpA	2095	3590	3546	2394	2626	2763
gene1476	ydcF	422	435	461	534	615	547
gene1477	aldA	4187	2761	2629	821	1193	755
gene1479	cybB	672	743	705	811	1058	774
gene1480	rydC	401	297	277	317	419	317
gene1481	ydcA	125	95	68	93	139	74
gene1482	hokB	564	499	419	344	350	267
gene1483	mokB	678	560	474	395	410	328
gene1484	sokB	286	148	109	123	142	117
gene1485	trg	5360	7716	8346	1556	2147	1623
gene1486	ydcI	3122	2210	2016	2493	3378	2402
gene1487	ydcJ	229	180	172	142	193	131
gene1488	opgD	1170	1232	1225	1208	1538	1254
gene1489	ydcH	103	113	60	50	58	41
gene1490	rimL	444	452	360	405	573	356
gene1491	ydcK	103	122	140	141	152	125
gene1492	tehA	345	532	622	383	446	388
gene1493	tehB	552	520	639	493	617	503
gene1494	ydcL	581	430	389	629	966	615
gene1496	insQ	1032	783	850	987	1129	919
gene1497	ydcO	452	202	147	113	269	130
gene1498	sutR	203	191	184	273	348	285
gene1499	rlhA	634	669	639	875	1098	956
gene1500	yncJ	204	212	227	127	182	145
gene1501	hicA	409	568	990	266	315	229
gene1502	hicB	111	123	100	201	251	189
gene1503	ydcR	398	398	353	491	661	537
gene1504	ydcS	74	97	120	48	44	37
gene1505	ydcT	35	32	45	14	22	18
gene1506	ydcU	71	74	77	52	60	58
gene1507	ydcV	11	21	19	8	7	10
gene1508	patD	183	277	245	199	284	183
gene1509	yncL	1793	2186	2331	1443	1724	1554
gene1510	ortT	884	1191	945	2816	3747	2881
gene1511	ydcY	4547	3095	2514	5708	7626	5422
gene1512	ydcZ	546	359	264	696	1313	727
gene1513	mnaT	189	239	241	275	338	217
gene1514	curA	145	215	205	151	190	156
gene1515	mcbR	828	764	788	1014	1310	970
gene1516	yncD	1277	825	580	742	1003	661
gene1517	yncE	1039	543	466	1662	2159	1290
gene1518	ansP	376	303	285	477	592	450
gene1519	yncG	111	146	152	123	182	114
gene1520	yncH	19	21	36	28	45	32
gene1522	ydcD	1400	1657	1832	2117	2833	2362
gene1523	yncO	375	451	383	429	566	413
gene1525	ydcC	693	662	843	1210	1672	1151
gene1526	pptA	518	1036	1181	1200	1489	1337
gene1527	yddH	61	96	79	57	85	72
gene1528	nhoA	86	82	66	82	101	71
gene1529	yddE	316	336	251	261	350	272
gene1530	narV	35	40	36	23	36	37
gene1531	narW	13	9	6	14	25	20
gene1532	narY	17	13	12	14	21	15
gene1533	narZ	89	102	111	90	117	77
gene1534	narU	101	108	85	122	189	121
gene1536	yddK	68	76	52	98	154	166
gene1537	yddL	22	30	24	41	48	47
gene1538	yddG	220	263	244	193	276	209
gene1539	fdnG	440	2409	2890	100	121	117
gene1540	fdnH	96	476	542	42	34	31
gene1541	fdnI	113	314	346	118	134	88
gene1542	yddM	1555	1454	1448	1495	2196	1353
gene1543	adhP	103	108	113	75	97	78
gene1544	maeA	3111	2984	2995	2052	2680	2148
gene1545	sra	410	404	258	264	478	256
gene1546	bdm	175	217	256	266	359	240
gene1547	osmC	189	167	207	185	230	165
gene1548	ddpF	58	61	62	67	75	79
gene1549	ddpD	52	51	85	57	51	56
gene1550	ddpC	33	38	37	22	51	39
gene1551	ddpB	37	47	31	26	28	25
gene1552	ddpA	109	95	72	67	94	74
gene1553	ddpX	23	20	19	9	11	11
gene1554	dosP	130	167	163	147	207	159
gene1555	dosC	453	357	367	684	811	534
gene1556	yddY	85	167	115	186	241	179
gene1557	yddW	422	359	371	485	652	501
gene1558	gadC	105	114	95	116	148	128
gene1559	gadB	102	107	113	163	176	149
gene1560	pqqL	1323	1115	1102	1565	2106	1409
gene1561	yddB	252	248	281	300	418	304
gene1562	yddA	549	389	358	869	1094	841
gene1563	yneP	163	157	135	198	256	221
gene1564	ydeM	530	592	573	709	975	765
gene1565	ydeN	460	718	855	802	940	739
gene1566	ydeO	264	266	298	456	618	492
gene1567	safA	50	85	82	147	169	164
gene1568	ydeP	376	327	317	521	634	526
gene1569	ydeQ	233	195	269	383	485	372
gene1570	ydeR	271	204	191	301	509	322
gene1571	ydeS	675	709	737	1252	1542	1315
gene1572	ydeT	2109	1790	1875	3571	4835	3410
gene1574	hipA	265	269	266	280	426	274
gene1575	hipB	451	546	572	627	762	617
gene1577	lsrK	181	217	231	141	230	147
gene1578	lsrR	388	571	529	169	210	130
gene1579	lsrA	43	76	77	33	40	41
gene1580	lsrC	19	33	28	12	12	5
gene1581	lsrD	43	48	44	27	41	20
gene1582	lsrB	42	63	69	42	51	40
gene1583	lsrF	43	79	81	51	64	70
gene1584	lsrG	27	57	91	41	50	56
gene1585	tam	95	141	128	117	132	138
gene1586	yneE	412	453	371	929	1146	788
gene1587	uxaB	564	919	1053	384	488	432
gene1588	dgcF	1464	1384	1340	1129	1417	1214
gene1589	yneG	517	522	452	497	718	441
gene1590	glsB	538	486	473	698	855	669
gene1591	sad	157	177	175	132	177	151
gene1592	yneJ	139	241	209	193	233	207
gene1593	yneK	216	217	222	307	440	326
gene1594	ydeA	259	297	223	508	740	519
gene1595	marC	140	160	137	212	244	192
gene1596	marR	1093	2387	2960	3413	3480	3027
gene1597	marA	3302	3051	3559	6458	8919	5831
gene1598	marB	149	143	107	332	426	345
gene1599	eamA	410	319	349	402	492	372
gene1600	ydeE	317	334	390	561	678	495
gene1601	mgtS	6839	8917	7741	7955	11424	9334
gene1602	mgrR	1299	792	713	1225	1705	1233
gene1603	dgcZ	2409	1865	2020	3440	5004	3243
gene1604	ydeI	78	58	49	71	109	90
gene1605	ydeJ	282	257	235	386	441	384
gene1606	dcp	492	461	442	458	621	435
gene1607	ydfG	2737	3230	3863	2665	3357	2317
gene1608	ydfH	2673	2653	2211	3643	4540	2926
gene1609	ydfZ	313	406	488	283	357	274
gene1610	ydfI	248	224	253	337	364	295
gene1611	ydfJ	490	417	485	854	1062	734
gene1612	ynfT	7971	8736	7656	14674	28429	14590
gene1613	ydfK	6585	10905	10249	15618	25179	15236
gene1614	pinQ	1482	1425	1515	3599	4566	2387
gene1615	tfaQ	61	48	83	114	187	103
gene1616	ydfN	55	53	52	83	98	85
gene1617	nohA	19	27	22	24	43	30
gene1618	ynfO	96	64	73	149	226	133
gene1619	ydfO	359	451	420	972	1294	933
gene1620	gnsB	9241	5637	4462	8545	12333	6665
gene1621	ynfN	1458	1646	2262	3517	4204	2213
gene1622	ynfR	299	468	470	940	875	581
gene1623	ynfQ	926	1507	1540	3339	3563	2536
gene1624	cspI	7096	7006	7654	15310	18448	10708
gene1625	rzpQ	661	585	526	1371	2339	1163
gene1626	rzoQ	520	461	431	1059	1783	947
gene1627	rrrQ	93	73	73	389	460	235
gene1628	ydfR	287	212	237	1127	1081	670
gene1629	essQ	483	368	495	1856	2169	1200
gene1630	cspB	202934	178158	205990	381928	437420	264773
gene1631	cspF	2640	1961	1784	5450	6688	3986
gene1632	ynfS	1818	1288	1191	5815	6248	3859
gene1633	ydfT	313	243	231	362	561	327
gene1634	ydfU	78	70	69	114	143	107
gene1635	rem	204	233	211	322	354	260
gene1636	hokD	307	291	199	669	538	606
gene1637	relE	1759	1376	1765	3376	2992	2421
gene1638	relB	2165	2260	2738	4419	3916	3672
gene1639	ydfV	705	996	1130	1481	1671	1414
gene1640	flxA	4284	3548	3647	7453	9455	6144
gene1641	ydfW	298	226	231	634	919	672
gene1642	ydfX	118	99	94	276	490	293
gene1643	dicC	43	60	71	71	77	71
gene1644	dicA	1187	1205	1010	1703	2597	1654
gene1645	ydfA	99	117	116	120	162	123
gene1646	ydfB	101	114	82	115	189	118
gene1647	ydfC	168	166	123	184	302	184
gene1648	dicF	35	29	15	21	24	12
gene1649	dicB	60	43	38	63	94	47
gene1650	ydfD	52	47	68	77	127	98
gene1654	ynfP	16	8	8	12	28	19
gene1655	rspB	443	425	473	633	988	697
gene1656	rspA	114	128	130	88	124	104
gene1657	ynfA	231	288	364	398	416	386
gene1658	ynfB	631	744	628	675	1188	787
gene1659	speG	1176	1369	1427	1608	2096	1756
gene1660	ynfC	1062	1055	939	1366	1660	1231
gene1661	ynfD	86	164	124	122	142	105
gene1662	ynfE	82	146	124	132	139	143
gene1663	ynfF	148	195	215	181	195	185
gene1664	ynfG	17	22	22	18	15	22
gene1665	ynfH	837	671	683	707	918	690
gene1666	dmsD	362	324	238	331	495	318
gene1667	clcB	150	132	124	158	235	171
gene1668	ynfK	194	711	833	115	128	102
gene1669	mlc	571	1063	1027	254	312	242
gene1670	ynfL	60	83	84	98	111	113
gene1671	ynfM	397	401	289	391	567	437
gene1672	asr	53	80	59	88	133	105
gene1673	ydgU	68	85	87	76	131	94
gene1674	ydgD	569	893	862	566	708	583
gene1675	mdtI	256	171	136	439	410	338
gene1676	mdtJ	1053	983	1103	1917	2418	1638
gene1677	tqsA	415	601	507	387	496	350
gene1678	pntB	1180	1176	1271	811	923	708
gene1679	pntA	1304	1370	1649	1154	1259	1083
gene1680	ydgH	843	1058	1149	1064	1315	1063
gene1681	ydgI	608	449	369	488	618	507
gene1682	folM	184	146	145	178	235	177
gene1683	ydgC	334	261	232	330	380	286
gene1684	rstA	3399	2368	2829	4308	5205	4796
gene1685	rstB	1426	1091	1092	841	945	894
gene1686	tus	299	276	235	245	311	259
gene1687	fumC	672	674	709	262	287	228
gene1688	fumA	2882	2792	2672	1174	1405	1071
gene1689	manA	702	884	961	816	952	776
gene1690	ydgA	2607	1877	1875	2219	2933	1830
gene1691	uidC	111	104	130	135	141	150
gene1692	uidB	82	110	92	61	91	78
gene1693	uidA	174	201	207	103	128	85
gene1694	uidR	2733	2752	1976	1301	1839	1068
gene1695	hdhA	526	711	790	899	893	848
gene1696	malI	425	865	883	207	253	192
gene1697	malX	559	874	1018	496	525	407
gene1698	malY	334	427	433	266	283	223
gene1699	add	485	467	375	472	658	493
gene1700	ydgJ	635	613	602	563	764	556
gene1701	blr	6712	10080	13298	13794	16937	14682
gene1702	cnu	2706	2496	2041	6277	11091	7076
gene1703	ydgK	2011	1940	1883	5212	6263	4846
gene1704	rsxA	2542	2229	2560	5885	6242	5789
gene1705	rsxB	554	466	658	1034	1155	1234
gene1706	rsxC	927	537	534	641	795	727
gene1707	rsxD	561	493	384	298	320	293
gene1708	rsxG	317	216	219	135	168	125
gene1709	rsxE	566	372	369	248	316	268
gene1710	nth	923	595	551	411	482	399
gene1711	dtpA	3308	2627	2600	3475	3611	2892
gene1712	gstA	295	220	245	383	477	339
gene1713	pdxY	417	333	303	257	349	305
gene1714	tyrS	3074	3023	3444	3800	4321	3296
gene1715	pdxH	255	271	231	256	377	281
gene1716	mliC	368	475	495	652	746	695
gene1717	anmK	375	504	592	508	514	497
gene1718	slyB	8202	5716	4691	6617	10203	6877
gene1719	slyA	3051	2417	2074	2371	4080	2215
gene1720	ydhI	503	706	737	1068	1323	1086
gene1721	ydhJ	361	396	446	620	712	567
gene1722	ydhK	287	290	306	188	247	195
gene1723	sodC	103	167	152	81	100	63
gene1724	ydhF	321	578	556	292	290	269
gene1725	ydhL	100	190	171	112	107	97
gene1726	nemR	252	309	300	473	575	409
gene1727	nemA	353	324	332	424	505	392
gene1728	gloA	878	935	877	903	1106	904
gene1729	rnt	213	179	147	248	313	275
gene1730	lhr	257	220	159	235	245	230
gene1731	grxD	4614	3500	2522	4038	5671	3837
gene1732	mepH	899	724	631	708	1074	776
gene1733	sodB	8940	7418	5524	6679	9108	5949
gene1734	ydhP	127	173	142	261	305	240
gene1735	ynhF	1619	3026	2602	1515	1968	1700
gene1736	purR	2024	1751	1376	2014	2563	1883
gene1737	ydhB	233	228	206	223	336	244
gene1738	ydhC	335	618	614	243	255	262
gene1739	cfa	1275	1428	1469	2109	2450	1880
gene1740	ribC	2224	1880	1698	1977	2744	1992
gene1741	mdtK	735	837	853	1278	1681	1296
gene1742	ydhQ	577	682	690	498	591	522
gene1743	valV	427	210	135	593	633	516
gene1744	valW	1176	896	616	2278	2801	2417
gene1745	ydhR	4373	3383	3390	8788	11597	6721
gene1746	ydhS	476	618	715	1111	1442	942
gene1747	ydhT	25	51	37	40	41	48
gene1748	ydhU	46	67	76	50	54	57
gene1749	ydhX	114	96	94	112	157	105
gene1750	ydhW	24	42	33	35	32	33
gene1751	ydhV	125	236	270	165	235	176
gene1752	ydhY	115	182	157	252	304	194
gene1753	fumD	770	410	339	377	602	338
gene1754	pykF	5964	6925	9231	8489	10139	7001
gene1755	lpp	100807	83809	54730	52120	67615	49471
gene1756	ldtE	567	503	444	1742	2297	1373
gene1757	sufE	72	84	68	108	127	110
gene1758	sufS	98	112	109	92	148	108
gene1759	sufD	72	74	85	44	96	58
gene1760	sufC	61	60	66	81	101	81
gene1761	sufB	155	168	172	146	198	157
gene1762	sufA	94	75	71	105	159	125
gene1763	rydB	77	43	46	43	71	33
gene1764	ydiH	162	92	87	176	288	176
gene1765	menI	96	91	95	59	82	62
gene1766	ydiJ	432	481	458	303	323	280
gene1767	ydiK	385	424	329	370	483	367
gene1768	rprA	2155	2555	1858	1435	2475	2683
gene1769	ydiL	330	341	389	762	805	555
gene1770	ydiM	121	138	165	303	364	261
gene1771	ydiN	66	72	91	120	169	123
gene1772	ydiB	41	62	80	40	53	44
gene1773	aroD	133	131	133	140	153	137
gene1774	ydiF	56	92	71	89	121	98
gene1775	ydiO	40	62	55	84	98	83
gene1776	ydiP	85	102	133	152	203	162
gene1777	ydiQ	41	59	53	45	61	40
gene1778	ydiR	36	52	39	32	49	26
gene1779	ydiS	39	40	50	28	38	27
gene1780	ydiT	12	7	8	14	14	13
gene1781	fadK	91	91	96	110	156	120
gene1782	ppsA	2523	2038	2161	2448	2781	3104
gene1783	ppsR	175	215	170	245	345	273
gene1784	aroH	613	813	960	1235	1290	1306
gene1785	ydiE	982	575	504	1234	1574	1074
gene1786	ydiU	1245	1007	951	1435	1800	1409
gene1787	ydiV	328	310	279	443	537	356
gene1788	nlpC	457	514	520	723	772	589
gene1789	btuD	150	158	190	107	116	101
gene1790	btuE	237	260	256	120	166	148
gene1791	btuC	394	525	477	589	577	602
gene1792	ihfA	14491	9740	9851	12754	14949	9968
gene1793	pheT	7414	7106	8041	6239	7536	5778
gene1794	pheS	1146	1147	1190	879	1102	950
gene1795	pheM	154	191	223	266	336	359
gene1796	rplT	75056	45050	37891	106167	103237	78642
gene1797	rpmI	37283	31408	35278	56701	65338	44810
gene1798	infC	53666	46237	35035	63175	72503	54663
gene1799	thrS	16205	17940	17424	17786	22184	17427
gene1801	yniD	222	342	441	194	238	189
gene1802	ydiY	857	543	438	826	1117	831
gene1803	pfkB	60	93	71	90	88	105
gene1804	ydiZ	171	173	178	112	160	117
gene1805	yniA	403	617	535	304	465	319
gene1806	yniB	1869	2095	3069	2955	2988	2490
gene1807	hxpB	352	354	393	465	612	481
gene1808	ydjM	252	364	336	492	594	505
gene1809	tcyP	1232	1292	1175	2684	2995	2463
gene1810	ydjO	233	230	301	558	717	513
gene1811	cedA	245	181	112	203	328	223
gene1812	katE	137	137	140	114	136	131
gene1813	chbG	81	95	93	99	103	97
gene1814	chbF	111	151	187	176	171	151
gene1815	chbR	447	411	449	525	557	404
gene1816	chbA	206	155	174	146	160	104
gene1817	chbC	128	117	119	129	166	117
gene1818	chbB	497	385	278	361	531	318
gene1819	osmE	1579	1526	1860	956	1362	757
gene1820	nadE	530	518	554	530	707	476
gene1821	cho	322	417	326	446	570	462
gene1822	ves	852	880	884	764	903	774
gene1823	spy	402	310	290	491	724	470
gene1824	astE	35	34	25	15	38	25
gene1825	astB	30	24	13	9	25	15
gene1826	astD	39	46	35	37	36	47
gene1827	astA	40	25	22	17	18	15
gene1828	astC	187	180	240	145	132	144
gene1829	xthA	491	566	641	763	789	784
gene1830	ydjX	517	1229	1469	215	301	271
gene1831	ydjY	21	43	35	24	35	22
gene1832	ydjZ	36	72	38	49	57	46
gene1833	ynjA	55	92	85	45	73	64
gene1834	ynjB	73	81	66	53	57	59
gene1835	ynjC	77	100	83	61	57	56
gene1836	ynjD	99	112	124	119	102	97
gene1837	ynjE	170	367	422	109	151	117
gene1838	ynjF	104	113	112	104	112	93
gene1839	nudG	103	55	46	70	98	71
gene1840	ynjH	682	1066	1535	582	1048	880
gene1841	gdhA	1306	1851	1788	2226	3161	2810
gene1842	ynjI	855	1090	1312	1049	1349	1069
gene1843	topB	795	847	842	414	447	424
gene1844	selD	1408	1607	1594	1216	1566	1387
gene1845	ydjA	877	1014	974	650	842	673
gene1846	sppA	1397	1796	1905	2179	2596	2222
gene1847	ansA	720	693	658	711	1059	780
gene1848	pncA	421	359	361	282	368	281
gene1849	ydjE	548	596	547	645	846	703
gene1850	ydjF	1689	1540	1470	1316	1963	1362
gene1851	ydjG	214	166	204	227	262	183
gene1852	ydjH	56	67	69	85	105	66
gene1853	ydjI	81	105	122	108	114	89
gene1854	ydjJ	61	102	105	71	107	116
gene1855	ydjK	44	62	57	58	62	47
gene1856	ydjL	104	115	111	79	105	73
gene1857	yeaC	613	375	393	282	471	347
gene1858	msrB	4985	5031	4856	2768	3436	2705
gene1859	gapA	16896	38834	48812	20759	22552	20130
gene1860	yeaD	328	546	602	247	305	248
gene1861	yeaE	434	369	331	323	432	317
gene1862	mipA	4091	4003	4491	5828	6901	7091
gene1863	yeaG	181	294	267	147	222	171
gene1864	yeaH	130	139	123	154	206	146
gene1865	cdgI	388	369	411	491	617	525
gene1866	dgcJ	2314	2086	1986	3189	4015	3104
gene1867	yeaK	1513	1409	1270	1485	2015	1473
gene1868	yoaI	59	36	38	39	53	47
gene1869	yeaL	97	92	106	110	139	123
gene1870	nimR	151	211	222	211	223	180
gene1871	nimT	67	89	66	88	127	96
gene1872	yeaO	221	395	409	327	436	336
gene1873	yoaF	111	99	69	87	99	84
gene1874	dgcP	1131	1076	1185	1411	1831	1263
gene1875	yoaK	128	130	133	153	241	153
gene1876	yoaJ	77	86	95	102	107	81
gene1877	yeaQ	642	426	332	385	594	354
gene1878	yoaG	48	53	41	52	83	73
gene1879	yeaR	61	82	74	87	123	80
gene1880	leuE	1177	1093	1144	2189	2645	1985
gene1881	dmlR	385	426	340	81	136	106
gene1882	dmlA	39	59	54	49	50	49
gene1883	yeaV	39	78	41	47	76	49
gene1884	yeaW	42	44	35	45	69	37
gene1885	yeaX	75	58	53	64	135	76
gene1886	rnd	645	597	553	709	874	693
gene1887	fadD	1276	941	976	847	978	767
gene1888	yeaY	217	237	184	176	196	138
gene1889	tsaB	1867	2174	2981	4821	4144	4943
gene1890	yoaA	646	627	555	453	546	405
gene1891	yoaB	3243	2147	2029	2720	4264	2634
gene1892	yoaC	741	572	571	715	1126	697
gene1893	yoaH	1245	1452	1375	1049	1515	1187
gene1894	pabB	2055	2901	4268	1974	2191	2251
gene1895	nudL	1818	2647	3963	1643	1793	1950
gene1896	sdaA	1503	1402	1429	1159	1453	1177
gene1897	pdeD	129	128	141	135	186	143
gene1898	yoaE	381	361	327	296	381	269
gene1899	yoaL	293	432	402	361	487	398
gene1900	manX	1336	3401	3379	586	717	547
gene1901	manY	984	2665	2912	596	690	532
gene1902	manZ	960	2149	2272	478	638	432
gene1903	yobD	383	580	725	823	831	743
gene1904	mntP	580	482	358	712	956	725
gene1905	rlmA	1822	1084	954	2280	2916	1911
gene1906	cspC	34144	29360	23272	14903	18809	13016
gene1907	yobF	24220	22372	19968	9767	13332	8693
gene1908	yebO	21302	12636	13224	22416	29936	20357
gene1909	mgrB	4343	3654	3926	4924	6003	4176
gene1910	yobH	601	395	356	597	886	557
