GeneID	Name	WT	dCRISPR
gene-LSE_RS05735	cas13a	10020	0
gene-LSE_RS05740	LSE_RS05740	4806	0
gene-LSE_RS05745	LSE_RS05745	1266	0
gene-LSE_RS05750	LSE_RS05750	2130	1099
gene-LSE_RS05755	LSE_RS05755	2252	1470
gene-LSE_RS05760	LSE_RS05760	1595	966
gene-LSE_RS05765	LSE_RS05765	1731	1966
gene-LSE_RS05770	LSE_RS05770	2631	1803
gene-LSE_RS05775	LSE_RS05775	8308	7521
gene-LSE_RS05780	LSE_RS05780	1752	1450
gene-LSE_RS05785	LSE_RS05785	1104	1011
gene-LSE_RS05790	LSE_RS05790	584	257
gene-LSE_RS05795	LSE_RS05795	2203	1091
gene-LSE_RS05800	LSE_RS05800	879	968
gene-LSE_RS05805	LSE_RS05805	7203	4547
gene-LSE_RS05810	LSE_RS05810	17783	10605
gene-LSE_RS05820	treR	2890	1793
gene-LSE_RS05830	treP	17106	20316
gene-LSE_RS05835	LSE_RS05835	210	154
gene-LSE_RS05840	LSE_RS05840	3485	1951
gene-LSE_RS05845	LSE_RS05845	1755	1083
gene-LSE_RS05850	LSE_RS05850	4873	2784
gene-LSE_RS05855	proB	5046	2609
gene-LSE_RS05860	LSE_RS05860	12206	5850
gene-LSE_RS05865	LSE_RS05865	2420	1424
gene-LSE_RS05870	LSE_RS05870	183	100
gene-LSE_RS05875	LSE_RS05875	2717	1275
gene-LSE_RS05880	LSE_RS05880	1513	858
gene-LSE_RS05885	LSE_RS05885	464	261
gene-LSE_RS05890	LSE_RS05890	7780	4555
gene-LSE_RS05895	tig	41665	51613
gene-LSE_RS05900	clpX	23702	28690
gene-LSE_RS05905	sipX	8386	5641
gene-LSE_RS05910	sipY	10916	6996
gene-LSE_RS05915	sipZ	8554	5025
gene-LSE_RS05920	ylqF	13379	8502
gene-LSE_RS05925	LSE_RS05925	8552	6356
gene-LSE_RS05930	dprA	737	457
gene-LSE_RS05935	topA	25539	12571
gene-LSE_RS05940	trmFO	3874	1498
gene-LSE_RS05945	xerC	16803	12067
gene-LSE_RS05950	hslV	14020	9814
gene-LSE_RS05955	hslU	31515	23509
gene-LSE_RS05960	codY	14727	11986
gene-LSE_RS05965	LSE_RS05965	2260	1713
gene-LSE_RS05970	LSE_RS05970	3195	2364
gene-LSE_RS05975	LSE_RS05975	5390	4486
gene-LSE_RS05980	plsY	4507	3285
gene-LSE_RS05985	LSE_RS05985	3527	2020
gene-LSE_RS05990	parE	18401	16807
gene-LSE_RS05995	parC	25170	34209
gene-LSE_RS06000	LSE_RS06000	4670	5321
gene-LSE_RS06005	LSE_RS06005	13852	6598
gene-LSE_RS06010	LSE_RS06010	2446	2176
gene-LSE_RS06015	LSE_RS06015	3351	1857
gene-LSE_RS06020	miaA	8843	9564
gene-LSE_RS06025	hfq	4902	4296
gene-LSE_RS06030	hflX	5294	3638
gene-LSE_RS06035	LSE_RS06035	5729	4651
gene-LSE_RS06040	LSE_RS06040	11976	7949
gene-LSE_RS06045	glnA	29626	26101
gene-LSE_RS06050	LSE_RS06050	2403	1297
gene-LSE_RS06055	LSE_RS06055	11348	6305
gene-LSE_RS06060	lexA	15444	8803
gene-LSE_RS06065	yneA	8157	2388
gene-LSE_RS06070	LSE_RS06070	5684	2485
gene-LSE_RS06075	tkt	44594	28742
gene-LSE_RS06080	LSE_RS06080	20758	28818
gene-LSE_RS06085	LSE_RS06085	899	477
gene-LSE_RS06090	LSE_RS06090	781	451
gene-LSE_RS06095	LSE_RS06095	854	484
gene-LSE_RS06100	LSE_RS06100	910	505
gene-LSE_RS06105	LSE_RS06105	421	284
gene-LSE_RS06110	pyrH	13031	11828
gene-LSE_RS06115	frr	12478	13259
gene-LSE_RS06120	LSE_RS06120	9240	8819
gene-LSE_RS06125	LSE_RS06125	11245	10638
gene-LSE_RS06130	LSE_RS06130	13401	11115
gene-LSE_RS06135	rseP	21323	16554
gene-LSE_RS06140	LSE_RS06140	33954	30000
gene-LSE_RS06145	LSE_RS06145	42926	56486
gene-LSE_RS06150	rimP	16847	11659
gene-LSE_RS06155	nusA	28605	20760
gene-LSE_RS06160	LSE_RS06160	9211	7707
gene-LSE_RS06165	LSE_RS06165	11721	10284
gene-LSE_RS06170	infB	49007	55172
gene-LSE_RS06175	LSE_RS06175	14059	17787
gene-LSE_RS06180	rbfA	9139	11375
gene-LSE_RS06185	truB	3757	3569
gene-LSE_RS06190	LSE_RS06190	13419	10018
gene-LSE_RS06195	rpsO	36327	42476
gene-LSE_RS06200	pnp	68750	46268
gene-LSE_RS06205	rsgA	5231	7431
gene-LSE_RS06210	LSE_RS06210	7658	8203
gene-LSE_RS06215	LSE_RS06215	6915	6916
gene-LSE_RS06220	rpmG	8771	6913
gene-LSE_RS06225	LSE_RS06225	2886	1032
gene-LSE_RS06230	LSE_RS06230	15820	8957
gene-LSE_RS06235	LSE_RS06235	3172	2469
gene-LSE_RS06240	LSE_RS06240	8974	6506
gene-LSE_RS06245	LSE_RS06245	7803	5619
gene-LSE_RS06250	LSE_RS06250	48	28
gene-LSE_RS06255	LSE_RS06255	58	28
gene-LSE_RS06265	LSE_RS06265	44	36
gene-LSE_RS06270	LSE_RS06270	35	24
gene-LSE_RS06275	LSE_RS06275	76	51
gene-LSE_RS06280	LSE_RS06280	126	66
gene-LSE_RS06285	gcvT	7780	6307
gene-LSE_RS06290	gcvPA	10418	9692
gene-LSE_RS06295	gcvPB	9934	11148
gene-LSE_RS06300	LSE_RS06300	7916	6309
gene-LSE_RS06305	LSE_RS06305	3437	3025
gene-LSE_RS06310	LSE_RS06310	5698	4691
gene-LSE_RS06315	LSE_RS06315	6873	6755
gene-LSE_RS06320	efp	9721	10058
gene-LSE_RS06325	accB	10706	9286
gene-LSE_RS06330	accC	30340	29775
gene-LSE_RS06335	LSE_RS06335	12445	12833
gene-LSE_RS06340	nusB	9560	10095
gene-LSE_RS06345	folD	13023	9385
gene-LSE_RS06350	xseA	8951	6212
gene-LSE_RS06355	LSE_RS06355	1098	897
gene-LSE_RS06360	LSE_RS06360	2141	1853
gene-LSE_RS06365	LSE_RS06365	136643	152180
gene-LSE_RS06370	dxs	18487	16564
gene-LSE_RS06375	LSE_RS06375	9078	9691
gene-LSE_RS06380	argR	5343	3378
gene-LSE_RS06385	recN	13037	9759
gene-LSE_RS06390	LSE_RS06390	9784	6033
gene-LSE_RS06395	buk	17114	10801
gene-LSE_RS06400	lpdA	33806	19347
gene-LSE_RS06405	LSE_RS06405	24200	16244
gene-LSE_RS06410	LSE_RS06410	19705	15777
gene-LSE_RS06415	LSE_RS06415	22776	22398
gene-LSE_RS06420	LSE_RS06420	7567	3333
gene-LSE_RS06425	gndA	33682	25415
gene-LSE_RS06430	LSE_RS06430	4368	2601
gene-LSE_RS06435	LSE_RS06435	6188	5374
gene-LSE_RS06440	yidC	7499	3866
gene-LSE_RS06445	LSE_RS06445	2314	1287
gene-LSE_RS06450	LSE_RS06450	1256	595
gene-LSE_RS06455	LSE_RS06455	3877	1613
gene-LSE_RS06460	fni	6043	2923
gene-LSE_RS06465	LSE_RS06465	9662	10948
gene-LSE_RS06470	LSE_RS06470	3052	1225
gene-LSE_RS06475	LSE_RS06475	15241	7707
gene-LSE_RS06480	proG	1252	1039
gene-LSE_RS06485	LSE_RS06485	45554	68618
gene-LSE_RS06490	LSE_RS06490	12818	14811
gene-LSE_RS06495	LSE_RS06495	7649	12653
gene-LSE_RS06500	LSE_RS06500	8163	12331
gene-LSE_RS06505	LSE_RS06505	10949	10344
gene-LSE_RS06510	LSE_RS06510	12780	13021
gene-LSE_RS06515	LSE_RS06515	18261	13240
gene-LSE_RS06520	LSE_RS06520	26326	21059
gene-LSE_RS06525	pgsA	4262	2283
gene-LSE_RS06530	LSE_RS06530	8108	5165
gene-LSE_RS06535	recA	46185	27636
gene-LSE_RS06540	rny	62395	56613
gene-LSE_RS06545	LSE_RS06545	2836	1567
gene-LSE_RS06550	LSE_RS06550	7801	4803
gene-LSE_RS06555	LSE_RS06555	3761	2769
gene-LSE_RS06560	mutS	14741	12973
gene-LSE_RS06565	mutL	11039	12265
gene-LSE_RS06570	LSE_RS06570	3822	5073
gene-LSE_RS06575	pflB	43471	54041
gene-LSE_RS06580	pflA	13428	19850
gene-LSE_RS06585	LSE_RS06585	1288	392
gene-LSE_RS06590	mdrL	757	511
gene-LSE_RS06595	LSE_RS06595	852	279
gene-LSE_RS06600	LSE_RS06600	992	385
gene-LSE_RS06605	LSE_RS06605	44	8
gene-LSE_RS06610	LSE_RS06610	123	21
gene-LSE_RS06615	LSE_RS06615	254	147
gene-LSE_RS06620	LSE_RS06620	1701	828
gene-LSE_RS06625	LSE_RS06625	9593	4613
gene-LSE_RS06630	LSE_RS06630	7758	5261
gene-LSE_RS06635	LSE_RS06635	2072	1715
gene-LSE_RS06640	LSE_RS06640	4969	4321
gene-LSE_RS06645	LSE_RS06645	5605	3749
gene-LSE_RS06650	LSE_RS06650	4881	3346
gene-LSE_RS06655	murB	3999	2139
gene-LSE_RS06660	LSE_RS06660	9381	3791
gene-LSE_RS06665	LSE_RS06665	7202	5481
gene-LSE_RS06670	LSE_RS06670	19479	13247
gene-LSE_RS06675	LSE_RS06675	28178	15457
gene-LSE_RS06680	LSE_RS06680	1532	1887
gene-LSE_RS06685	LSE_RS06685	2099	2559
gene-LSE_RS06690	LSE_RS06690	2275	2489
gene-LSE_RS06695	LSE_RS06695	4298	3603
gene-LSE_RS06700	thiT	7083	4944
gene-LSE_RS06705	LSE_RS06705	538	179
gene-LSE_RS06710	LSE_RS06710	14323	14687
gene-LSE_RS06715	LSE_RS06715	4060	2072
gene-LSE_RS06720	LSE_RS06720	2127	1499
gene-LSE_RS06725	LSE_RS06725	23017	23173
gene-LSE_RS06730	dapA	14015	11145
gene-LSE_RS06735	dapG	12430	9413
gene-LSE_RS06740	LSE_RS06740	8575	4370
gene-LSE_RS06745	LSE_RS06745	31156	22114
gene-LSE_RS06750	LSE_RS06750	44250	43856
gene-LSE_RS06755	LSE_RS06755	7293	6080
gene-LSE_RS06760	LSE_RS06760	1758	1349
gene-LSE_RS06765	LSE_RS06765	995	651
gene-LSE_RS06770	LSE_RS06770	609	638
gene-LSE_RS06775	zurR	1671	1580
gene-LSE_RS06780	zurM	2661	2403
gene-LSE_RS06785	LSE_RS06785	2603	2107
gene-LSE_RS06790	LSE_RS06790	18403	13968
gene-LSE_RS06795	LSE_RS06795	15158	12322
gene-LSE_RS06800	cshB	17614	13765
gene-LSE_RS06805	LSE_RS06805	11781	10882
gene-LSE_RS06810	LSE_RS06810	6571	5728
gene-LSE_RS06815	rpoD	32257	29077
gene-LSE_RS06820	dnaG	32909	35710
gene-LSE_RS06825	LSE_RS06825	15366	10015
gene-LSE_RS06830	LSE_RS06830	3465	5161
gene-LSE_RS06835	glyS	6093	10993
gene-LSE_RS06840	glyQ	2905	3958
gene-LSE_RS06845	recO	1119	738
gene-LSE_RS06850	LSE_RS06850	3303	1898
gene-LSE_RS06855	era	10319	9171
gene-LSE_RS06860	LSE_RS06860	6659	5211
gene-LSE_RS06865	LSE_RS06865	5348	3495
gene-LSE_RS06870	ybeY	8469	6283
gene-LSE_RS06875	LSE_RS06875	23394	17227
gene-LSE_RS06880	LSE_RS06880	13385	9764
gene-LSE_RS06885	LSE_RS06885	64663	62515
gene-LSE_RS06890	rpsU	47113	52527
gene-LSE_RS06895	LSE_RS06895	5439	5718
gene-LSE_RS06900	prmA	7353	7503
gene-LSE_RS06905	dnaJ	30613	31770
gene-LSE_RS06910	dnaK	55707	52256
gene-LSE_RS06915	grpE	15853	12777
gene-LSE_RS06920	hrcA	30117	22165
gene-LSE_RS06925	hemW	5713	4035
gene-LSE_RS06930	lepA	22720	18161
gene-LSE_RS06935	rpsT	20618	18352
gene-LSE_RS06940	holA	3841	2199
gene-LSE_RS06945	LSE_RS06945	4670	2461
gene-LSE_RS06950	LSE_RS06950	2019	1018
gene-LSE_RS06955	LSE_RS06955	346	300
gene-LSE_RS06960	LSE_RS06960	4398	3252
gene-LSE_RS06965	rsfS	4689	3640
gene-LSE_RS06970	yqeK	8563	7380
gene-LSE_RS06975	LSE_RS06975	8111	7299
gene-LSE_RS06980	yhbY	4557	4696
gene-LSE_RS06985	aroE	11126	9406
gene-LSE_RS06990	yqeH	12313	8893
gene-LSE_RS06995	LSE_RS06995	4608	2952
gene-LSE_RS07000	LSE_RS07000	9911	10395
gene-LSE_RS07005	LSE_RS07005	6714	5315
gene-LSE_RS07010	LSE_RS07010	21241	14025
gene-LSE_RS07015	greA	15053	8940
gene-LSE_RS07020	udk	4155	3027
gene-LSE_RS07025	LSE_RS07025	3752	2598
gene-LSE_RS07030	mltG	10790	6984
gene-LSE_RS07035	LSE_RS07035	2423	1150
gene-LSE_RS07040	LSE_RS07040	14552	12816
gene-LSE_RS07045	ruvX	18654	18867
gene-LSE_RS07050	LSE_RS07050	11821	12055
gene-LSE_RS07055	alaS	14779	23015
gene-LSE_RS07060	LSE_RS07060	450	456
gene-LSE_RS07065	LSE_RS07065	887	807
gene-LSE_RS07070	LSE_RS07070	682	557
gene-LSE_RS07075	LSE_RS07075	1474	1572
gene-LSE_RS07080	LSE_RS07080	19168	16829
gene-LSE_RS07085	LSE_RS07085	8375	5408
gene-LSE_RS07090	LSE_RS07090	9028	5111
gene-LSE_RS07095	mnmA	31450	21212
gene-LSE_RS07100	LSE_RS07100	30016	19167
gene-LSE_RS07105	LSE_RS07105	6034	2504
gene-LSE_RS07110	LSE_RS07110	4265	2342
gene-LSE_RS07115	LSE_RS07115	3274	2917
gene-LSE_RS07120	LSE_RS07120	985	876
gene-LSE_RS07125	LSE_RS07125	1814	881
gene-LSE_RS07130	aspS	9295	14008
gene-LSE_RS07135	hisS	6522	6290
gene-LSE_RS07140	LSE_RS07140	11301	8850
gene-LSE_RS07145	dtd	6256	5624
gene-LSE_RS07150	LSE_RS07150	28381	19997
gene-LSE_RS07155	LSE_RS07155	4299	3223
gene-LSE_RS07160	recJ	18552	10468
gene-LSE_RS07165	LSE_RS07165	3452	2880
gene-LSE_RS07170	secDF	31262	30765
gene-LSE_RS07175	LSE_RS07175	7048	5680
gene-LSE_RS07180	yajC	23839	21089
gene-LSE_RS07185	tgt	31331	23104
gene-LSE_RS07190	queA	7306	3949
gene-LSE_RS07195	ruvB	5025	2255
gene-LSE_RS07200	ruvA	5860	2936
gene-LSE_RS07205	LSE_RS07205	6059	2952
gene-LSE_RS07210	LSE_RS07210	4594	3067
gene-LSE_RS07215	pheA	9904	4915
gene-LSE_RS07220	obgE	14466	7591
gene-LSE_RS07225	glpK	6026	5602
gene-LSE_RS07230	LSE_RS07230	4330	3230
gene-LSE_RS07235	rpmA	41297	46879
gene-LSE_RS07240	LSE_RS07240	86636	79898
gene-LSE_RS07245	rplU	69826	66045
gene-LSE_RS07250	LSE_RS07250	13417	13093
gene-LSE_RS07255	minD	13798	11130
gene-LSE_RS07260	minC	10163	8776
gene-LSE_RS07265	mreD	5252	6372
gene-LSE_RS07270	mreC	16473	16151
gene-LSE_RS07275	LSE_RS07275	24781	18051
gene-LSE_RS07280	radC	259	218
gene-LSE_RS07285	LSE_RS07285	158	121
gene-LSE_RS07290	LSE_RS07290	6596	9845
gene-LSE_RS07295	LSE_RS07295	32484	39617
gene-LSE_RS07300	hemL	13472	13474
gene-LSE_RS07305	hemB	8353	7656
gene-LSE_RS07310	LSE_RS07310	7128	6215
gene-LSE_RS07315	hemC	7604	6484
gene-LSE_RS07320	hemA	10028	6783
gene-LSE_RS07325	yihA	13107	8948
gene-LSE_RS07330	thrS	47823	41636
gene-LSE_RS07335	dnaI	9294	7542
gene-LSE_RS07340	LSE_RS07340	9990	8350
gene-LSE_RS07345	nrdR	3846	3624
gene-LSE_RS07350	coaE	3326	3625
gene-LSE_RS07355	mutM	5015	4620
gene-LSE_RS07360	polA	21588	15304
gene-LSE_RS07365	icd	18028	13570
gene-LSE_RS07370	citZ	15040	10252
gene-LSE_RS07375	LSE_RS07375	5140	2903
gene-LSE_RS07380	fxsA	1532	985
gene-LSE_RS07385	pyk	37081	46523
gene-LSE_RS07390	pfkA	20001	19722
gene-LSE_RS07395	LSE_RS07395	10556	8422
gene-LSE_RS07400	accD	15809	10968
gene-LSE_RS07405	dnaE	19812	7786
gene-LSE_RS07410	LSE_RS07410	3132	3868
gene-LSE_RS07415	ytoI	4729	5433
gene-LSE_RS07420	LSE_RS07420	3255	2464
gene-LSE_RS07425	LSE_RS07425	5075	4257
gene-LSE_RS07430	ald	4974	3771
gene-LSE_RS07435	LSE_RS07435	8261	6166
gene-LSE_RS07440	LSE_RS07440	49408	44179
gene-LSE_RS07445	LSE_RS07445	40825	35855
gene-LSE_RS07450	tpx	7814	6648
gene-LSE_RS07455	LSE_RS07455	1520	2104
gene-LSE_RS07460	sppA	3088	3122
gene-LSE_RS07465	LSE_RS07465	4778	4623
gene-LSE_RS07470	argF	155	166
gene-LSE_RS07475	LSE_RS07475	153	127
gene-LSE_RS07480	argB	116	95
gene-LSE_RS07485	argJ	386	152
gene-LSE_RS07490	argC	584	222
gene-LSE_RS07495	thiI	9103	7654
gene-LSE_RS07500	LSE_RS07500	8048	5278
gene-LSE_RS07505	ezrA	14685	9873
gene-LSE_RS07510	LSE_RS07510	1364	1085
gene-LSE_RS07515	rpsD	96048	119713
gene-LSE_RS07520	tyrS	3721	3971
gene-LSE_RS07525	ccpA	18169	11435
gene-LSE_RS07530	LSE_RS07530	6717	5754
gene-LSE_RS07535	LSE_RS07535	9374	7460
gene-LSE_RS07540	LSE_RS07540	9792	5801
gene-LSE_RS07545	LSE_RS07545	6234	8096
gene-LSE_RS07550	LSE_RS07550	9569	8022
gene-LSE_RS07555	murC	25489	19759
gene-LSE_RS07560	LSE_RS07560	28908	19348
gene-LSE_RS07565	LSE_RS07565	4924	3949
gene-LSE_RS07570	LSE_RS07570	2665	1655
gene-LSE_RS07575	LSE_RS07575	1684	668
gene-LSE_RS07580	LSE_RS07580	1691	1524
gene-LSE_RS07585	LSE_RS07585	5600	4821
gene-LSE_RS07590	LSE_RS07590	1307	959
gene-LSE_RS07595	LSE_RS07595	193	176
gene-LSE_RS07600	LSE_RS07600	1734	1300
gene-LSE_RS07605	LSE_RS07605	479	360
gene-LSE_RS07610	LSE_RS07610	1454	906
gene-LSE_RS07615	LSE_RS07615	6205	5264
gene-LSE_RS07620	LSE_RS07620	657	701
gene-LSE_RS07625	LSE_RS07625	2666	1847
gene-LSE_RS07630	trmB	7773	4203
gene-LSE_RS07635	LSE_RS07635	5716	2707
gene-LSE_RS07640	mdrM	1414	906
gene-LSE_RS07645	LSE_RS07645	599	289
gene-LSE_RS07650	dat	2178	1886
gene-LSE_RS07655	pepV	9600	14134
gene-LSE_RS07660	LSE_RS07660	2163	1572
gene-LSE_RS07665	LSE_RS07665	2105	1765
gene-LSE_RS07670	LSE_RS07670	1552	1608
gene-LSE_RS07675	LSE_RS07675	3532	2935
gene-LSE_RS07680	LSE_RS07680	4188	4032
gene-LSE_RS07685	LSE_RS07685	2122	1332
gene-LSE_RS07690	trpA	587	744
gene-LSE_RS07695	trpB	784	954
gene-LSE_RS07700	LSE_RS07700	428	481
gene-LSE_RS07705	trpC	531	490
gene-LSE_RS07710	trpD	776	658
gene-LSE_RS07715	LSE_RS07715	413	336
gene-LSE_RS07720	trpE	755	436
gene-LSE_RS07725	lap	23321	11896
gene-LSE_RS07730	LSE_RS07730	1160	1107
gene-LSE_RS07735	LSE_RS07735	4987	3899
gene-LSE_RS07740	LSE_RS07740	3839	4166
gene-LSE_RS07745	LSE_RS07745	6261	3812
gene-LSE_RS07750	LSE_RS07750	3979	2186
gene-LSE_RS07755	LSE_RS07755	2198	1002
gene-LSE_RS07760	acnA	68924	47250
gene-LSE_RS07765	LSE_RS07765	5478	4721
gene-LSE_RS07770	LSE_RS07770	4054	3424
gene-LSE_RS07775	LSE_RS07775	15855	12233
gene-LSE_RS07780	LSE_RS07780	4369	4349
gene-LSE_RS07785	LSE_RS07785	1928	1344
gene-LSE_RS07790	LSE_RS07790	4536	2561
gene-LSE_RS07795	LSE_RS07795	36582	39976
gene-LSE_RS07800	LSE_RS07800	16317	22985
gene-LSE_RS07805	LSE_RS07805	46707	56168
gene-LSE_RS07810	LSE_RS07810	53265	43667
gene-LSE_RS07815	LSE_RS07815	495	308
gene-LSE_RS07820	LSE_RS07820	327	255
gene-LSE_RS07825	LSE_RS07825	152	129
gene-LSE_RS07830	LSE_RS07830	155	91
gene-LSE_RS07835	tsf	79218	77798
gene-LSE_RS07840	rpsB	107222	93802
gene-LSE_RS07845	LSE_RS07845	21	8
gene-LSE_RS07850	LSE_RS07850	445	399
gene-LSE_RS07855	murQ	726	426
gene-LSE_RS07860	LSE_RS07860	4807	2380
gene-LSE_RS07865	leuS	28011	28287
gene-LSE_RS07870	LSE_RS07870	2903	1932
gene-LSE_RS07875	LSE_RS07875	1684	1134
gene-LSE_RS07880	asnB	25554	21965
gene-LSE_RS07885	metK	15352	11679
gene-LSE_RS07890	LSE_RS07890	2330	1270
gene-LSE_RS07895	LSE_RS07895	2902	1531
gene-LSE_RS07910	LSE_RS07910	21	13
gene-LSE_RS07915	LSE_RS07915	23	18
gene-LSE_RS07925	LSE_RS07925	31	15
gene-LSE_RS07930	LSE_RS07930	43	15
gene-LSE_RS07935	LSE_RS07935	12	10
gene-LSE_RS07945	LSE_RS07945	67	63
gene-LSE_RS07950	LSE_RS07950	36	41
gene-LSE_RS07965	LSE_RS07965	30	17
gene-LSE_RS07970	LSE_RS07970	54	32
gene-LSE_RS07975	LSE_RS07975	22	17
gene-LSE_RS07980	LSE_RS07980	18	21
gene-LSE_RS07985	LSE_RS07985	14	18
gene-LSE_RS07995	LSE_RS07995	71	79
gene-LSE_RS08010	LSE_RS08010	78	44
gene-LSE_RS08015	LSE_RS08015	75	49
gene-LSE_RS08020	LSE_RS08020	33	22
gene-LSE_RS08025	LSE_RS08025	44	34
gene-LSE_RS08030	LSE_RS08030	40	30
gene-LSE_RS08035	LSE_RS08035	53	41
gene-LSE_RS08045	LSE_RS08045	110	63
gene-LSE_RS08050	LSE_RS08050	54	45
gene-LSE_RS08055	LSE_RS08055	99	57
gene-LSE_RS08060	LSE_RS08060	73	57
gene-LSE_RS08065	LSE_RS08065	69	44
gene-LSE_RS08070	LSE_RS08070	99	44
gene-LSE_RS08080	LSE_RS08080	70	32
gene-LSE_RS08085	LSE_RS08085	33	9
gene-LSE_RS08090	LSE_RS08090	131	60
gene-LSE_RS08095	LSE_RS08095	167	63
gene-LSE_RS08100	LSE_RS08100	758	363
gene-LSE_RS08105	LSE_RS08105	1666	1094
gene-LSE_RS08110	LSE_RS08110	1435	726
gene-LSE_RS08115	LSE_RS08115	33469	39491
gene-LSE_RS08120	LSE_RS08120	3760	3369
gene-LSE_RS08125	LSE_RS08125	1100	1069
gene-LSE_RS08130	ytkD	760	338
gene-LSE_RS08135	yidD	864	347
gene-LSE_RS08140	LSE_RS08140	689	623
gene-LSE_RS08145	LSE_RS08145	11152	10323
gene-LSE_RS08150	menB	10911	9163
gene-LSE_RS08155	menH	12676	11411
gene-LSE_RS08160	menD	15605	14028
gene-LSE_RS08165	LSE_RS08165	14219	10256
gene-LSE_RS08170	LSE_RS08170	7580	5464
gene-LSE_RS08175	LSE_RS08175	504	216
gene-LSE_RS08180	metC	846	107
gene-LSE_RS08185	LSE_RS08185	1528	372
gene-LSE_RS08190	metE	6372	1639
gene-LSE_RS08195	LSE_RS08195	68215	32104
gene-LSE_RS08200	LSE_RS08200	7489	2970
gene-LSE_RS08205	LSE_RS08205	9823	4399
gene-LSE_RS08210	LSE_RS08210	8783	3995
gene-LSE_RS08215	LSE_RS08215	6991	3296
gene-LSE_RS08220	LSE_RS08220	5854	2623
gene-LSE_RS08225	LSE_RS08225	10491	4393
gene-LSE_RS08230	LSE_RS08230	10924	4628
gene-LSE_RS08235	LSE_RS08235	12382	5591
gene-LSE_RS08240	LSE_RS08240	12835	6025
gene-LSE_RS08245	LSE_RS08245	20064	9256
gene-LSE_RS08250	LSE_RS08250	13240	5840
gene-LSE_RS08255	LSE_RS08255	11436	4914
gene-LSE_RS08260	LSE_RS08260	10314	4358
gene-LSE_RS08265	LSE_RS08265	11479	4481
gene-LSE_RS08270	LSE_RS08270	16855	6315
gene-LSE_RS08275	LSE_RS08275	23584	8610
gene-LSE_RS08280	LSE_RS08280	24707	9817
gene-LSE_RS08285	LSE_RS08285	17081	6908
gene-LSE_RS08290	LSE_RS08290	9315	4072
gene-LSE_RS08295	LSE_RS08295	838	253
gene-LSE_RS08300	LSE_RS08300	143	98
gene-LSE_RS08305	rrf	25	25
gene-LSE_RS08310	LSE_RS08310	11	3
gene-LSE_RS08315	LSE_RS08315	3	5
gene-LSE_RS08320	perR	10594	5373
gene-LSE_RS08325	LSE_RS08325	6484	2762
gene-LSE_RS08330	LSE_RS08330	5417	5852
gene-LSE_RS08335	LSE_RS08335	9926	8807
gene-LSE_RS08340	LSE_RS08340	19309	11919
gene-LSE_RS08345	fabL	5881	3844
gene-LSE_RS08350	mutY	8252	4191
gene-LSE_RS08355	LSE_RS08355	7874	3572
gene-LSE_RS08360	LSE_RS08360	4808	3435
gene-LSE_RS08365	LSE_RS08365	2957	2386
gene-LSE_RS08370	recX	4518	3783
gene-LSE_RS08375	LSE_RS08375	6353	3315
gene-LSE_RS08380	mprF	15524	9976
gene-LSE_RS08385	LSE_RS08385	3000	1112
gene-LSE_RS08390	LSE_RS08390	3558	1518
gene-LSE_RS08395	LSE_RS08395	1619	1240
gene-LSE_RS08400	LSE_RS08400	1324	910
gene-LSE_RS08405	LSE_RS08405	284	206
gene-LSE_RS08415	LSE_RS08415	4137	4491
gene-LSE_RS08420	rlmD	11536	10337
gene-LSE_RS08425	LSE_RS08425	1759	1253
gene-LSE_RS08430	LSE_RS08430	1912	1562
gene-LSE_RS08435	LSE_RS08435	6990	4407
gene-LSE_RS08440	LSE_RS08440	1730	1113
gene-LSE_RS08445	LSE_RS08445	5257	3576
gene-LSE_RS08450	map	9696	7176
gene-LSE_RS08455	LSE_RS08455	5174	3420
gene-LSE_RS08460	LSE_RS08460	22944	16868
gene-LSE_RS08465	LSE_RS08465	10690	10724
gene-LSE_RS08470	mreBH	4487	3428
gene-LSE_RS08475	LSE_RS08475	3202	2528
gene-LSE_RS08480	LSE_RS08480	202	125
gene-LSE_RS08485	LSE_RS08485	204	136
gene-LSE_RS08490	LSE_RS08490	205	125
gene-LSE_RS08495	LSE_RS08495	229	127
gene-LSE_RS08500	LSE_RS08500	14	8
gene-LSE_RS08505	LSE_RS08505	849	612
gene-LSE_RS08510	LSE_RS08510	723	661
gene-LSE_RS08515	LSE_RS08515	2256	1907
gene-LSE_RS08520	LSE_RS08520	935	821
gene-LSE_RS08525	LSE_RS08525	802	641
gene-LSE_RS08530	LSE_RS08530	16996	13912
gene-LSE_RS08535	LSE_RS08535	8595	7059
gene-LSE_RS08540	LSE_RS08540	1025	924
gene-LSE_RS08545	LSE_RS08545	1252	846
gene-LSE_RS08550	LSE_RS08550	858	433
gene-LSE_RS08555	LSE_RS08555	5166	4249
gene-LSE_RS08560	LSE_RS08560	1042	604
gene-LSE_RS08565	LSE_RS08565	709	716
gene-LSE_RS08570	LSE_RS08570	411	336
gene-LSE_RS08575	LSE_RS08575	264	210
gene-LSE_RS08580	LSE_RS08580	174	166
gene-LSE_RS08585	LSE_RS08585	163	148
gene-LSE_RS08590	LSE_RS08590	72	86
gene-LSE_RS08595	gltB	184	138
gene-LSE_RS08600	LSE_RS08600	660	233
gene-LSE_RS08605	LSE_RS08605	2029	2160
gene-LSE_RS08610	LSE_RS08610	4369	4256
