GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene2158	dcd	451	360	487	897	917	1193
gene2159	udk	341	359	299	186	139	173
gene216	yafS	138	122	144	165	224	204
gene2160	dgcE	185	123	166	570	513	426
gene2161	alkA	29	27	31	53	58	60
gene2162	yegD	336	409	371	115	104	165
gene2163	yegI	161	189	200	45	37	53
gene2164	yegJ	90	143	166	5	7	4
gene2165	pphC	35	24	27	8	10	15
gene2166	yegL	24	31	31	19	17	23
gene2167	sibA	38	49	84	364	251	258
gene2168	ibsA	4	2	7	5	13	6
gene2169	sibB	149	112	380	1236	952	1088
gene217	rnhA	124	158	146	190	255	270
gene2170	ibsB	2	2	5	1	3	3
gene2171	mdtA	32	50	38	32	32	22
gene2172	mdtB	106	97	129	232	295	330
gene2173	mdtC	80	62	72	242	283	206
gene2174	mdtD	52	39	53	104	108	102
gene2175	baeS	29	21	41	84	79	58
gene2176	baeR	140	135	112	162	219	161
gene2177	yegP	17	16	22	55	27	28
gene2178	yegQ	879	805	886	220	232	263
gene2179	cyaR	123	107	130	359	433	454
gene218	dnaQ	366	323	311	252	270	280
gene2180	ogrK	38	53	44	7	14	7
gene2182	yegR	119	89	148	7	8	6
gene2183	yegS	175	150	209	104	41	33
gene2185	insE-5	0	1	1	0	0	0
gene2186	insF-5	10	4	10	3	3	3
gene2187	gatD	104	108	101	4575	11987	9210
gene2189	gatB	44	52	62	6410	8236	6690
gene219	aspV	1252	844	2638	286	248	370
gene2190	gatA	92	97	79	9925	12367	10628
gene2191	gatZ	201	178	220	15391	19576	15482
gene2192	gatY	381	378	473	16764	18829	19590
gene2193	fbaB	39	23	31	530	210	104
gene2194	yegT	10	15	29	18	28	48
gene2195	yegU	18	12	9	50	61	64
gene2196	yegV	15	26	17	45	51	66
gene2197	yegW	53	51	56	80	113	72
gene2198	yegX	76	46	68	35	52	39
gene2199	thiD	128	94	105	28	40	23
gene22	insA-1	1	0	1	2	11	11
gene220	yafT	983	980	1132	30	28	36
gene2200	thiM	132	119	119	33	45	51
gene2201	rcnR	115	87	118	55	86	66
gene2202	rcnA	144	173	245	52	79	105
gene2203	rcnB	58	47	90	67	64	42
gene2204	yehA	107	137	133	6	6	1
gene2205	yehB	76	103	82	11	18	18
gene2206	yehC	6	12	6	4	4	2
gene2207	yehD	15	11	25	56	46	43
gene2208	yehE	32	30	52	16	10	14
gene2209	mrp	483	477	477	1279	1300	1101
gene221	ykfM	12	7	11	3	2	1
gene2210	metG	669	536	686	803	963	1009
gene2211	yehF	29	50	47	17	7	13
gene2213	yehI	57	50	52	34	32	37
gene2214	yehK	13	12	17	4	0	4
gene2215	yehL	171	191	131	9	13	14
gene2216	yehM	100	102	92	19	22	24
gene2217	yehP	15	13	11	3	11	4
gene2218	yehQ	11	19	29	15	22	8
gene2219	yehR	17	11	22	6	6	3
gene2220	yehS	238	194	282	326	391	489
gene2221	btsR	60	72	75	291	368	588
gene2222	btsS	102	73	75	350	399	662
gene2223	mlrA	47	30	23	63	54	28
gene2224	yohO	10	28	27	9	9	16
gene2225	yehW	4	7	2	59	40	27
gene2226	yehX	12	8	12	99	75	42
gene2227	yehY	18	17	20	185	92	54
gene2228	osmF	38	38	47	281	124	98
gene2229	bglX	356	280	276	480	535	519
gene2230	dld	135	149	162	965	978	797
gene2231	pbpG	109	162	120	241	239	281
gene2232	yohC	34	50	56	165	119	138
gene2233	yohD	45	27	38	114	106	90
gene2234	yohF	13	14	14	87	38	12
gene2236	yohP	8	19	15	15	8	5
gene2237	dusC	128	108	123	36	40	61
gene2238	yohJ	109	106	123	961	2180	930
gene2239	yohK	89	118	115	347	417	243
gene224	yafV	67	52	101	225	290	267
gene2240	cdd	106	78	114	5432	4487	5479
gene2241	sanA	498	512	552	912	785	840
gene2242	yeiS	54	101	99	36	31	44
gene2243	preT	119	131	120	151	80	118
gene2244	preA	36	44	40	96	60	92
gene2245	mglC	111	117	132	137	524	1369
gene2246	mglA	43	57	49	119	292	1049
gene2247	mglB	42	31	28	215	712	1505
gene2248	galS	38	32	41	79	70	247
gene2249	yeiB	139	106	170	199	225	252
gene225	ivy	207	159	213	144	144	73
gene2250	folE	533	448	456	558	603	580
gene2251	yeiG	48	41	38	154	203	167
gene2252	cirA	3300	3310	2819	349	1115	907
gene2253	lysP	481	347	607	572	656	798
gene2254	yeiE	452	446	392	1152	1103	1201
gene2255	yeiH	113	110	118	94	77	101
gene2256	nfo	103	96	90	167	200	182
gene2257	yeiI	76	57	58	155	147	146
gene2258	nupX	35	17	22	7	20	12
gene2259	rihB	21	20	28	4	2	3
gene226	fadE	229	218	194	55	97	147
gene2260	yeiL	57	60	67	3	4	11
gene2261	psuT	50	49	60	50	38	62
gene2262	psuG	45	61	27	6	4	3
gene2263	psuK	39	34	34	4	6	5
gene2264	fruA	362	277	342	612	606	833
gene2265	fruK	116	152	119	604	546	539
gene2266	fruB	140	189	183	774	730	920
gene2267	setB	46	43	62	72	71	103
gene2268	yeiW	124	76	174	34	41	21
gene2269	yeiP	272	265	336	464	418	467
gene227	lpcA	320	323	359	679	811	742
gene2270	yeiQ	114	111	117	348	586	403
gene2271	yeiR	150	150	156	173	242	266
gene2272	lpxT	475	394	527	166	193	212
gene2273	mepS	1935	1658	2919	1873	2062	3815
gene2274	pdeN	223	205	291	299	437	433
gene2275	yejA	139	179	145	373	371	315
gene2276	yejB	45	34	40	173	224	168
gene2277	yejE	43	39	39	210	281	200
gene2278	yejF	46	46	52	223	199	169
gene2279	yejG	2194	1973	2426	1846	2415	2430
gene228	yafJ	108	84	125	288	408	365
gene2280	bcr	762	894	755	1178	1036	1408
gene2281	rsuA	543	499	642	667	774	959
gene2282	radD	126	118	128	193	226	156
gene2283	rplY	2966	2662	4207	1318	1212	1662
gene2284	yejK	396	348	349	220	258	297
gene2285	yejL	277	232	344	180	228	208
gene2286	yejM	707	622	735	644	851	853
gene2287	proL	4424	2074	7583	7439	4622	7013
gene2289	insH-8	0	0	0	0	0	0
gene229	yafK	746	648	767	336	334	469
gene2290	narP	270	308	380	325	330	328
gene2291	ccmH	60	61	62	187	175	239
gene2292	ccmG	18	27	24	128	100	130
gene2293	ccmF	39	48	60	263	204	274
gene2294	ccmE	12	21	21	96	102	136
gene2295	ccmD	4	6	14	48	51	62
gene2296	ccmC	34	38	35	274	255	338
gene2297	ccmB	15	41	19	231	245	325
gene2298	ccmA	41	38	36	510	507	675
gene2299	napC	27	30	21	589	489	656
gene23	rpsT	38586	35693	53432	9874	9663	14578
gene230	yafQ	833	783	712	541	638	469
gene2300	napB	3	8	5	243	204	196
gene2301	napH	9	13	13	1060	856	997
gene2302	napG	10	5	5	510	414	408
gene2303	napA	68	88	72	4867	4001	4192
gene2304	napD	1	6	7	429	361	377
gene2305	napF	10	24	26	594	527	536
gene2306	yojO	2	1	0	0	0	0
gene2307	eco	283	343	332	317	303	228
gene2308	mqo	1215	1225	1157	213	228	273
gene2309	yojI	426	442	446	173	221	215
gene231	dinJ	897	856	838	389	388	315
gene2310	alkB	50	39	55	71	64	41
gene2311	ada	102	98	105	129	126	123
gene2312	ftp	299	283	321	153	176	158
gene2313	ompC	23604	16324	25027	96010	76980	73590
gene2314	micF	71	91	162	903	443	309
gene2315	rcsD	885	793	1052	1528	1839	1510
gene2316	rcsB	1354	1283	1459	2362	2629	2190
gene2317	rcsC	829	703	839	826	902	1035
gene2318	atoS	37	25	29	215	198	209
gene2319	atoC	25	33	27	153	170	163
gene232	yafL	11	25	14	10	6	9
gene2320	atoD	2	0	0	0	1	1
gene2321	atoA	2	2	4	1	0	1
gene2322	atoE	13	11	11	14	22	8
gene2323	atoB	5	8	6	7	7	6
gene2324	yfaP	13	9	10	1	6	3
gene2325	yfaQ	12	18	22	34	33	33
gene2327	yfaT	1	5	7	1	4	13
gene2328	yfaA	79	70	94	48	59	44
gene2329	gyrA	5076	4401	5008	5410	5652	6870
gene233	rayT	8	15	10	25	19	21
gene2330	ubiG	335	272	201	211	284	245
gene2331	yfaL	231	268	246	74	69	63
gene2332	ypaB	5	9	6	1	3	6
gene2333	nrdA	720	588	824	565	654	611
gene2334	nrdB	452	435	512	912	711	607
gene2335	yfaE	55	54	67	126	136	125
gene2336	inaA	120	107	105	171	218	267
gene2338	glpQ	125	104	162	4016	4635	8986
gene2339	glpT	54	61	54	7231	8783	18065
gene2340	glpA	23	27	19	8680	10046	8797
gene2341	glpB	14	8	12	6121	6384	5368
gene2342	glpC	8	7	13	3565	3730	3019
gene2343	rpnE	43	48	42	77	94	71
gene2345	yfaU	9	13	9	27	22	15
gene2346	yfaV	10	19	16	15	11	9
gene2347	rhmD	23	7	10	15	19	10
gene2348	yfaX	17	18	17	3	14	6
gene2349	yfaY	171	206	227	405	442	448
gene2350	yfaZ	75	52	70	17	24	25
gene2351	nudI	159	165	233	104	164	215
gene2352	ais	343	418	435	1	8	17
gene2353	arnB	116	101	131	9	7	4
gene2354	arnC	21	31	22	6	6	3
gene2355	arnA	179	123	151	127	127	125
gene2356	arnD	97	86	110	72	66	61
gene2357	arnT	64	54	34	43	46	40
gene2358	arnE	10	9	10	9	11	8
gene2359	arnF	13	10	18	12	13	10
gene236	dinB	171	128	136	125	137	114
gene2360	pmrD	221	207	298	350	384	368
gene2361	menE	90	71	100	425	436	479
gene2362	menC	91	64	95	547	480	538
gene2363	menB	130	124	170	733	667	696
gene2364	menH	69	27	73	413	398	472
gene2365	menD	123	162	133	632	626	706
gene2366	menF	241	224	262	389	353	316
gene2367	elaB	169	157	180	718	397	212
gene2368	elaA	254	355	246	100	103	71
gene2369	rbn	112	97	110	95	136	152
gene237	yafN	141	136	118	89	86	58
gene2370	elaD	181	176	233	10	3	11
gene2371	yfbK	164	133	171	9	11	13
gene2372	yfbL	77	107	83	2	1	3
gene2373	yfbM	50	52	89	7	13	9
gene2374	yfbN	204	239	325	2	6	0
gene2375	yfbO	159	180	205	8	6	8
gene2376	yfbP	349	433	386	17	31	31
gene2377	nuoN	302	208	282	2222	4967	3044
gene2378	nuoM	347	283	307	2035	4281	2686
gene2379	nuoL	391	362	419	2176	4765	2813
gene238	yafO	96	113	104	52	62	43
gene2380	nuoK	35	55	74	411	821	499
gene2381	nuoJ	218	228	88	566	1001	636
gene2382	nuoI	97	103	87	765	1420	832
gene2383	nuoH	157	131	161	1300	2196	1918
gene2384	nuoG	674	499	576	5170	7626	7497
gene2385	nuoF	259	202	204	1839	2537	2222
gene2386	nuoE	149	111	103	896	1355	1152
gene2387	nuoC	744	679	750	3872	5144	5013
gene2388	nuoB	663	625	814	1945	2321	2688
gene2389	nuoA	629	574	700	1277	1803	1988
gene239	yafP	66	77	96	24	26	23
gene2390	lrhA	935	904	909	632	621	636
gene2391	alaA	235	242	216	372	448	361
gene2392	yfbR	62	58	78	75	87	86
gene2393	yfbS	159	158	197	1559	1829	1638
gene2394	hxpA	187	133	138	583	545	583
gene2395	yfbU	242	227	256	588	621	588
gene2396	yfbV	447	443	410	360	285	354
gene2397	ackA	2340	2098	2388	2924	3600	2845
gene2398	pta	2545	2017	2195	5052	5347	4966
gene2399	yfcC	38	50	51	171	143	197
gene24	yaaY	100	80	119	198	178	224
gene2400	yfcD	205	217	234	198	174	184
gene2401	yfcE	107	147	137	149	168	167
gene2402	yfcF	25	13	25	53	50	31
gene2403	yfcG	8	2	5	45	30	12
gene2404	folX	298	304	299	364	483	368
gene2405	yfcH	337	224	387	514	655	595
gene2406	rpnB	102	84	104	26	35	25
gene2407	hisP	51	57	56	18	43	44
gene2408	hisM	86	71	102	37	33	26
gene2409	hisQ	122	110	124	56	51	58
gene2410	hisJ	308	279	336	171	237	121
gene2411	argT	563	466	513	166	111	201
gene2412	ubiX	225	141	188	93	58	108
gene2413	purF	451	443	449	261	248	273
gene2414	cvpA	430	388	453	206	198	222
gene2415	dedD	345	345	445	507	425	507
gene2416	folC	389	323	350	338	400	440
gene2417	accD	1664	1487	1809	1310	1305	1761
gene2418	dedA	311	340	392	246	259	243
gene2419	truA	257	209	278	303	334	358
gene242	pepD	762	667	910	3400	4243	3526
gene2420	usg	401	314	340	343	356	372
gene2421	pdxB	335	322	329	452	485	510
gene2422	flk	47	63	89	50	67	66
gene2423	yfcJ	257	205	229	60	80	94
gene2424	fabB	1584	1302	1809	3007	3315	3021
gene2425	mnmC	200	222	222	220	235	221
gene2426	yfcL	81	79	84	139	176	194
gene2427	epmC	330	323	318	633	650	737
gene2428	yfcA	132	118	164	343	401	392
gene2429	mepA	199	189	221	423	413	459
gene243	gpt	766	696	833	195	173	204
gene2430	aroC	633	530	635	949	1115	1237
gene2431	prmB	694	581	659	870	774	865
gene2432	smrB	173	151	154	235	282	237
gene2433	yfcO	124	135	206	140	166	118
gene2434	yfcP	13	11	17	2	0	0
gene2435	yfcQ	37	30	24	3	3	1
gene2436	yfcR	16	17	11	4	6	3
gene2437	yfcS	82	87	54	2	6	2
gene2439	yfcV	439	513	553	5	4	4
gene244	frsA	282	350	211	377	406	354
gene2440	sixA	1072	736	1317	676	657	943
gene2441	fadJ	43	34	62	164	225	411
gene2442	fadI	33	27	38	162	253	321
gene2443	yfcZ	662	585	842	5272	6447	5841
gene2444	fadL	182	205	265	202	300	381
gene2445	yfdF	473	479	631	25	26	12
gene2446	mlaA	785	729	817	426	445	527
gene2447	yfdC	20	15	19	39	40	26
gene2448	argW	856	657	1844	3041	1379	1272
gene2449	intS	676	530	576	58	73	76
gene2450	yfdG	494	440	716	364	515	575
gene2451	yfdH	842	856	1232	703	764	935
gene2452	yfdI	254	466	314	306	254	286
gene2454	yfdK	36	35	48	14	10	8
gene2456	yfdM	2	1	4	0	0	0
gene2457	yfdN	9	4	8	0	1	1
gene2458	yfdO	2	2	7	1	0	1
gene2459	yfdP	13	7	14	20	15	13
gene246	insB9	0	0	0	0	0	0
gene2460	yfdQ	80	84	89	44	38	27
gene2461	yfdR	17	3	10	0	0	1
gene2462	yfdS	16	7	11	0	1	3
gene2463	yfdT	13	10	27	5	4	9
gene2464	ypdJ	5	3	18	6	4	9
gene2465	torI	198	141	207	174	187	116
gene2467	dsdC	40	63	44	64	64	108
gene2468	dsdX	19	9	30	47	94	146
gene2469	dsdA	30	30	42	85	190	188
gene247	insA9	0	0	0	0	0	0
gene2470	emrY	97	140	166	5	4	11
gene2471	emrK	76	76	85	3	1	3
gene2472	evgA	950	1146	1221	290	294	286
gene2473	evgS	1223	1228	1516	530	649	569
gene2474	yfdE	74	98	99	7	1	4
gene2475	yfdV	155	158	200	1	4	2
gene2476	oxc	193	190	234	6	20	12
gene2477	frc	103	122	201	12	7	9
gene2478	yfdX	268	439	275	6	8	13
gene2479	ypdI	34	48	40	5	6	10
gene248	phoE	131	123	151	14	15	16
gene2480	yfdY	55	65	124	64	81	50
gene2481	lpxP	824	686	767	1577	2009	2084
gene2482	ypdK	84	103	175	48	53	56
gene2483	alaC	198	155	166	173	220	179
gene2484	ypdA	131	110	101	304	380	287
gene2485	ypdB	152	133	113	418	347	310
gene2486	ypdC	81	55	94	199	186	162
gene2487	fryA	51	34	43	49	63	59
gene2488	ypdE	3	6	4	10	16	13
gene2489	ypdF	11	5	15	12	27	28
gene249	proB	1333	1215	1324	1052	1068	1210
gene2490	fryC	10	10	10	4	7	9
gene2491	fryB	9	7	6	3	2	3
gene2492	glk	165	214	172	718	806	953
gene2493	yfeO	26	19	10	30	29	39
gene2494	ypeC	84	86	156	19	24	16
gene2495	mntH	290	296	299	135	161	160
gene2496	nupC	210	195	259	1040	1231	2427
gene2497	insL-3	1	0	0	20	15	22
gene2498	pdeA	1544	1616	1570	190	185	228
gene2499	alaX	4571	3045	8349	8032	4804	4647
gene25	ribF	576	561	582	940	1096	1230
gene250	proA	458	422	537	513	603	576
gene2500	alaW	3983	2519	7329	7630	4428	4265
gene2501	yfeC	318	250	243	599	577	656
gene2502	yfeD	180	133	150	387	304	398
gene2503	gltX	1476	1771	1193	1213	1329	1653
gene2504	valU	1090	1242	2780	745	890	1175
gene2505	valX	1461	1913	1971	315	267	453
gene2506	valY	526	593	951	185	85	120
gene2507	lysV	175	153	345	21	25	24
gene2508	xapR	326	286	277	42	34	44
gene2509	xapB	51	29	43	29	42	31
gene251	thrW	4748	4011	14244	26077	18481	23726
gene2510	xapA	15	14	20	3	2	6
gene2511	yfeN	60	57	98	13	6	14
gene2512	yfeR	44	26	54	37	34	24
gene2513	yfeH	59	32	76	181	212	167
gene2514	ypeB	20	18	40	32	30	29
gene2515	ligA	1174	1210	818	632	632	750
gene2516	zipA	2100	2091	3111	1756	1850	1905
gene2517	cysZ	145	172	198	119	136	154
gene2518	cysK	249	166	251	760	720	542
gene2519	ptsH	1222	1030	1286	3227	3314	3027
gene2520	ptsI	5420	4686	5758	16136	12361	12294
gene2521	crr	2698	2470	2977	5624	4832	4748
gene2522	pdxK	74	67	91	260	236	219
gene2523	yfeK	53	43	52	18	17	24
gene2524	yfeS	249	226	233	80	86	109
gene2525	cysM	50	57	80	66	70	62
gene2526	cysA	11	12	11	25	19	30
gene2527	cysW	21	5	8	13	33	17
gene2528	cysU	6	13	14	12	29	27
gene2529	cysP	41	47	24	51	61	75
gene253	ykfI	3	8	4	0	3	1
gene2530	ucpA	381	355	392	1842	1924	3621
gene2531	murR	41	29	32	23	18	34
gene2532	murQ	20	29	36	135	156	244
gene2533	murP	14	19	39	88	110	235
gene2534	yfeW	25	16	18	71	82	152
gene2535	yfeX	454	418	444	1961	1823	1725
gene2536	yfeY	158	144	173	99	98	132
gene2537	yfeZ	138	112	93	72	78	57
gene2538	ypeA	331	273	246	125	111	76
gene2539	amiA	409	350	451	855	949	924
gene254	yafW	1	3	2	0	0	1
gene2540	hemF	116	97	127	191	192	196
gene2541	eutR	41	32	20	70	51	44
gene2542	eutK	8	14	12	50	59	52
gene2543	eutL	8	7	2	55	49	37
gene2544	eutC	40	43	21	143	118	97
gene2545	eutB	36	34	37	110	100	73
gene2546	intZ	208	191	162	200	276	211
gene2547	yffL	134	128	97	39	48	36
gene2548	yffM	3	7	4	0	0	1
gene2549	yffN	6	9	4	5	2	2
gene255	ykfH	0	0	2	0	0	0
gene2550	yffO	2	15	13	1	2	1
gene2551	yffP	12	9	5	2	7	0
gene2552	yffQ	6	5	4	7	0	3
gene2553	yffR	12	17	25	29	17	8
gene2554	yffS	97	106	69	67	71	61
gene2555	eutA	6	3	8	8	11	14
gene2556	eutH	7	3	1	7	10	10
gene2557	eutG	4	4	5	8	8	6
gene2558	eutJ	2	0	1	6	4	1
gene2559	eutE	12	2	1	0	5	2
gene256	ykfG	1	0	1	2	0	0
gene2560	eutN	3	0	3	0	3	0
gene2561	eutM	10	7	6	17	22	18
gene2562	eutD	19	20	9	13	32	17
gene2563	eutT	10	6	5	6	7	6
gene2564	eutQ	8	17	12	2	3	5
gene2565	eutP	12	7	9	3	4	6
gene2566	eutS	3	4	5	2	2	0
gene2567	maeB	315	227	228	1735	3830	2810
gene2568	talA	43	19	29	502	206	92
gene2569	tktB	34	20	20	516	237	82
gene257	yafX	1	0	0	2	1	0
gene2570	ypfG	405	503	419	177	187	163
gene2571	nudK	111	138	113	305	324	309
gene2572	aegA	26	25	41	260	217	297
gene2573	narQ	180	158	178	479	401	495
gene2574	acrD	80	101	108	116	129	132
gene2575	ypfM	481	508	659	1269	974	1383
gene2576	yffB	287	283	357	343	379	359
gene2577	dapE	414	370	399	415	478	458
gene2578	ypfN	329	339	311	210	322	302
gene2579	ypfH	20	23	41	79	69	49
gene258	ykfF	3	8	1	1	0	0
gene2580	tmcA	104	81	170	365	401	329
gene2581	ypfJ	111	94	109	291	286	251
gene2582	purC	108	92	84	170	230	214
gene2583	bamC	1674	1146	1584	2769	3400	4022
gene2584	dapA	1716	1705	1269	2124	2386	2389
gene2585	gcvR	253	220	327	514	625	592
gene2586	bcp	664	576	803	836	1055	1158
gene2587	hyfA	22	12	10	12	9	8
gene2588	hyfB	33	15	38	32	27	17
gene2589	hyfC	1	6	5	4	1	3
gene259	ykfB	113	84	128	226	328	255
gene2590	hyfD	4	12	9	8	5	5
gene2591	hyfE	2	6	4	0	3	0
gene2592	hyfF	27	17	23	41	39	45
gene2593	hyfG	45	31	31	45	55	53
gene2594	hyfH	7	9	4	4	4	10
gene2595	hyfI	9	8	10	8	11	9
gene2596	hyfJ	6	9	6	8	8	9
gene2597	hyfR	28	18	27	22	31	27
gene2598	focB	5	10	9	12	25	16
gene2599	yfgO	118	75	119	118	162	157
gene26	ileS	3156	2623	2527	5995	7474	6921
gene260	yafY	10	15	26	54	74	56
gene2600	bepA	123	147	173	373	409	390
gene2601	yfgD	70	82	75	236	228	221
gene2602	hda	557	534	725	431	601	641
gene2603	uraA	257	187	279	64	68	102
gene2604	upp	1185	1081	1329	293	224	334
gene2605	purM	53	48	69	32	55	32
gene2606	purN	33	21	70	50	77	80
gene2607	ppk	303	248	300	1304	1576	1489
gene2608	ppx	189	146	131	760	863	932
gene2609	pdeF	125	124	153	70	107	100
gene2610	yfgG	446	405	709	383	717	510
gene2611	yfgH	121	125	142	10	19	9
gene2612	yfgI	154	125	132	13	22	10
gene2613	guaA	1334	1228	1275	1883	1703	1860
gene2614	guaB	2918	2438	3108	744	831	720
gene2615	xseA	1324	1184	1525	916	1226	1050
gene2616	yfgJ	216	213	277	171	144	175
gene2617	der	2347	2140	1685	1147	1116	1130
gene2618	bamB	1857	1656	2100	1914	2156	2117
gene2619	yfgM	419	350	454	647	764	628
gene2620	hisS	1552	1277	1650	2231	2419	2370
gene2621	ispG	1312	1087	1385	3087	3115	3203
gene2622	rodZ	644	577	630	1428	1771	1377
gene2623	rlmN	1672	1219	1468	423	475	747
gene2624	ndk	1624	1623	2270	296	380	734
gene2625	pbpC	106	111	116	196	203	241
gene2626	yfhM	482	424	404	1058	1154	958
gene2627	sseA	100	118	160	410	401	449
gene2628	ryfA	92	66	192	74	86	93
gene2629	sseB	234	249	263	234	209	146
gene263	yafZ	6	11	3	0	3	1
gene2630	pepB	599	574	611	698	687	547
gene2631	iscX	747	633	649	413	423	373
gene2632	fdx	753	699	672	621	781	707
gene2633	hscA	2688	2365	2607	1961	2128	2190
gene2634	hscB	1532	1247	1354	332	335	414
gene2635	iscA	1224	824	965	355	401	300
gene2636	iscU	1880	1527	1596	796	872	677
gene2637	iscS	5127	4547	4188	1751	2182	2014
gene2638	iscR	2844	2851	2807	768	981	1012
gene2639	trmJ	612	591	807	1765	2109	2006
gene264	ykfA	47	30	47	45	61	55
gene2640	suhB	9320	9745	10020	2152	2129	3402
gene2641	yfhR	182	235	155	22	18	22
gene2642	csiE	28	20	21	62	42	55
gene2643	hcaT	96	83	130	107	114	153
gene2644	hcaR	29	28	30	26	42	100
gene2645	iroK	4	6	3	1	2	6
gene2646	hcaE	35	28	38	31	45	32
gene2647	hcaF	26	11	20	12	29	9
gene2648	hcaC	12	5	5	8	7	7
gene2649	hcaB	14	8	16	13	21	21
gene265	perR	14	8	21	7	18	15
gene2650	hcaD	15	15	26	16	12	18
gene2651	yphA	11	15	20	60	41	20
gene2652	yphB	24	23	25	40	33	36
gene2653	yphC	28	29	17	27	39	29
gene2654	yphD	15	8	22	24	18	10
gene2655	yphE	13	17	18	8	15	8
gene2656	yphF	15	18	10	5	8	1
gene2657	yphG	21	27	35	21	23	42
gene2658	yphH	85	72	101	55	80	68
gene2659	glyA	949	806	911	2522	2371	2897
gene2660	hmp	61	44	76	84	83	82
gene2661	glnB	191	170	262	247	283	343
gene2662	glrR	76	70	71	144	100	101
gene2663	qseG	118	137	135	123	164	154
gene2664	glrK	231	200	243	145	185	172
gene2665	glmY	3202	2430	7339	4044	4740	3910
gene2666	purL	169	161	175	164	206	181
gene2667	mltF	292	281	314	49	42	48
gene2668	tadA	244	242	270	348	374	294
gene2669	pgpC	106	106	110	298	347	251
gene267	insI-1	54	61	57	106	122	98
gene2670	yfhH	105	108	129	90	100	120
gene2671	yfhL	296	300	421	52	48	85
gene2672	shoB	206	159	355	208	189	218
gene2673	ohsC	31	20	53	6	3	8
gene2674	acpS	57	48	51	83	91	85
gene2675	pdxJ	234	215	251	314	383	441
gene2676	recO	451	536	488	451	429	454
gene2677	era	1221	1045	1095	743	824	775
gene2678	rnc	1155	1366	1009	492	542	557
gene2679	lepB	716	618	746	760	843	1102
gene268	eyeA	11	7	3	7	14	1
gene2680	lepA	2420	2333	1833	1697	1779	1915
gene2681	rseC	178	192	139	363	425	525
gene2682	rseB	1135	1131	1302	1299	1336	1827
gene2683	rseA	1498	1211	1571	2185	2285	3047
gene2684	rpoE	1445	1255	1500	2361	2290	3553
gene2685	rseD	456	406	399	523	523	523
gene2686	nadB	110	108	128	167	179	203
gene2687	yfiC	92	51	90	29	36	47
gene2688	srmB	511	419	564	355	307	436
gene2689	yfiE	69	77	74	51	64	57
gene269	ykfC	47	60	58	54	74	44
gene2690	eamB	30	15	23	22	15	23
gene2691	grcA	209	181	247	20531	25516	16424
gene2692	ung	59	67	101	223	295	223
gene2693	yfiF	421	330	367	299	284	301
gene2694	trxC	521	638	596	229	293	329
gene2695	yfiP	94	95	104	50	86	93
gene2696	patZ	161	176	169	1037	907	1097
gene2697	pssA	518	457	777	1162	1139	1513
gene2698	yfiM	18	15	41	33	36	40
gene2699	kgtP	6486	5929	8187	4812	6358	5957
gene27	lspA	571	501	646	1512	1687	1750
gene270	insH-1	0	0	0	0	1	0
gene2700	rrfG	0	0	0	0	0	0
gene2701	rrlG	242	290	213	77	102	114
gene2702	gltW	2006	2640	1918	181	380	364
gene2703	rrsG	65	59	97	56	56	70
gene2704	clpB	2801	2402	4585	6937	11203	6456
gene2705	ryfD	2680	1998	6250	9078	7694	7339
gene2706	pgeF	280	225	284	303	346	378
gene2707	rluD	434	505	382	402	459	545
gene2708	bamD	1383	1045	1574	1543	2066	2364
gene2709	raiA	735	765	956	10682	10348	6774
gene271	mmuP	33	22	25	39	53	30
gene2710	pheL	369	453	702	1394	1288	1258
gene2711	pheA	206	170	233	277	355	339
gene2712	tyrA	850	764	703	424	521	544
gene2713	aroF	2317	1750	2217	898	1208	1193
gene2714	yfiL	5	9	19	19	25	9
gene2715	yfiR	708	914	1140	768	961	1178
gene2716	dgcN	231	195	215	92	139	110
gene2717	yfiB	19	26	30	34	41	31
gene2718	rplS	16634	14338	22913	7231	7249	8715
gene2719	trmD	9269	7750	10200	5942	7139	7995
gene272	mmuM	55	37	53	184	247	332
gene2720	rimM	9335	7436	10932	6119	6191	8045
gene2721	rpsP	3183	3161	5039	1826	1990	2446
gene2722	ffh	2364	2203	2243	2615	2770	2576
gene2723	ypjD	237	273	293	286	394	377
gene2724	yfjD	166	145	189	184	274	250
gene2725	grpE	852	700	1087	1308	3025	1595
gene2726	nadK	110	121	137	288	394	264
gene2727	recN	6941	7737	3870	1235	1244	1247
gene2728	bamE	1525	1303	1796	809	1001	1248
gene2729	yfjF	53	49	40	47	50	64
gene273	afuC	71	60	67	30	23	29
gene2730	ratA	246	247	324	253	301	319
gene2731	smpB	119	102	114	459	474	396
gene2732	ssrA	127707	97824	206918	235067	247991	241168
gene2733	intA	191	157	198	243	346	249
gene2734	yfjH	539	754	691	214	178	213
gene2735	alpA	53	47	69	26	15	21
gene2736	yfjI	62	82	75	8	7	16
gene2737	yfjJ	105	126	144	6	8	5
gene2738	abpB	326	364	294	747	583	505
gene2739	abpA	264	203	307	523	484	480
gene2740	yfjM	16	8	20	6	3	5
gene2741	rnlA	2014	2226	2893	2640	2339	2561
gene2742	rnlB	1084	994	1148	1044	845	1039
gene2743	yfjP	53	83	38	19	42	29
gene2744	yfjQ	5	3	5	4	6	4
gene2745	yfjR	16	3	16	9	17	13
gene2746	ypjK	5	0	2	3	2	0
gene2747	yfjS	2	2	4	8	3	5
